Exp,Site,Hole,Core,Type,Sect,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Alkalinity (mM),pH (none),Timestamp (UTC),Text ID
374,U1522,A,1,R,1,0.0,0.0,0,0.100,0.000,0.100,3.283,7.769,2018-01-22 09:00:09,LIQ9307791
374,U1522,A,1,R,1,142.0,152.0,1.42,1.520,1.420,1.520,2.841,7.583,2018-01-22 07:47:19,LIQ9307701
374,U1522,A,9,R,2,141.0,151.0,80.21,80.310,80.210,80.310,9.441,8.036,2018-01-22 18:53:59,LIQ9309051
