Exp,Site,Hole,Core,Type,Sect,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Alkalinity (mM),pH (none),Timestamp (UTC),Text ID
374,U1523,E,3,F,2,146.0,151.0,18.96,19.010,18.899,18.948,5.106,7.681,2018-02-03 04:22:56,LIQ9349241
374,U1523,E,16,F,2,145.0,150.0,89.35,89.400,89.350,89.400,7.243,7.755,2018-02-03 15:42:50,LIQ9351231
374,U1523,E,20,F,2,136.0,146.0,108.52,108.570,108.520,108.570,7.565,7.855,2018-02-03 16:24:55,LIQ9351721
374,U1523,E,25,F,1,131.0,141.0,127.41,127.510,127.410,127.510,7.266,7.737,2018-02-03 19:54:20,LIQ9352981
