Affine (and CCSF scale) standard name,Uploaded affine filename,Uploaded affine link,Upload date and time,User comment,Name of person who uploaded
CCSF-379-U1533-ABCD-20191030,U1533_affine_20191025.csv,2662142,2019-10-30 23:47:18,Received from Denise Kulhanek,MITHAL
