Exp,Site,Hole,Core,Type,Sect,Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Top depth CCSF-379-U1533-ABCD-20191030 (m),Bottom depth CCSF-379-U1533-ABCD-20191030 (m),Element name,Element symbol,Concentration,Wavelength (nm),Excel filename,ICP file filename,Raw data filename,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Magnesium,Mg (mM),49.61,279.078,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Manganese,Mn (µM),0.84,257.61,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Manganese,Mn (µM),0.91,259.372,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Sodium,Na (mM),458.11,330.298,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Sodium,Na (mM),458.06,589.592,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Phosphorus,P (µM),rejected,213.618,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Sulfur,S (mM),27.58,182.562,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Silicon,Si (µM),475.03,221.667,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Silicon,Si (µM),469.96,251.611,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Silicon,Si (µM),469.9,288.158,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Strontium,Sr (µM),82.38,407.771,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Strontium,Sr (µM),84.83,421.552,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,1,1.46,1.510,1.434,1.483,4.350,4.400,Strontium,Sr (µM),82.15,460.733,,,,2019-03-03 16:04:20,LIQ9763121,113299081,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Boron,B (mM),451,249.678,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Boron,B (mM),451.77,249.772,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Barium,Ba (µM),0.4,230.424,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Barium,Ba (µM),0.87,455.403,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Calcium,Ca (mM),10.57,315.887,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Calcium,Ca (mM),10.63,317.933,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Calcium,Ca (mM),10.5,318.127,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Iron,Fe (µM),bdl,238.204,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Iron,Fe (µM),bdl,239.563,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Iron,Fe (µM),bdl,259.94,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Potassium,K (mM),11.11,766.491,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Potassium,K (mM),11.16,769.897,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Lithium,Li (µM),25.36,670.783,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Magnesium,Mg (mM),51.01,202.582,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Magnesium,Mg (mM),49.73,277.983,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Magnesium,Mg (mM),50.08,279.078,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Manganese,Mn (µM),29.58,257.61,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Manganese,Mn (µM),29.14,259.372,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Sodium,Na (mM),466.65,330.298,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Sodium,Na (mM),463.43,589.592,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Phosphorus,P (µM),rejected,213.618,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Sulfur,S (mM),27.18,182.562,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Silicon,Si (µM),479.66,221.667,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Silicon,Si (µM),476.8,251.611,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Silicon,Si (µM),473.51,288.158,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Strontium,Sr (µM),82.71,407.771,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Strontium,Sr (µM),85.39,421.552,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,3,4.48,4.530,4.401,4.450,7.370,7.420,Strontium,Sr (µM),83.58,460.733,,,,2019-03-03 15:33:44,LIQ9763211,113298861,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Boron,B (mM),444.26,249.678,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Boron,B (mM),444.39,249.772,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Barium,Ba (µM),0.41,230.424,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Barium,Ba (µM),0.89,455.403,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Calcium,Ca (mM),10.78,315.887,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Calcium,Ca (mM),10.87,317.933,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Calcium,Ca (mM),10.76,318.127,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Iron,Fe (µM),rejected,238.204,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Iron,Fe (µM),bdl,239.563,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Iron,Fe (µM),bdl,259.94,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Potassium,K (mM),11.23,766.491,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Potassium,K (mM),11.16,769.897,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Lithium,Li (µM),26.34,670.783,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Magnesium,Mg (mM),51.65,202.582,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Magnesium,Mg (mM),50.44,277.983,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Magnesium,Mg (mM),50.91,279.078,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Manganese,Mn (µM),89.52,257.61,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Manganese,Mn (µM),88.79,259.372,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Sodium,Na (mM),463.24,330.298,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Sodium,Na (mM),458.03,589.592,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Phosphorus,P (µM),rejected,213.618,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Sulfur,S (mM),28.34,182.562,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Silicon,Si (µM),543.36,221.667,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Silicon,Si (µM),537.95,251.611,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Silicon,Si (µM),536.46,288.158,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Strontium,Sr (µM),82.37,407.771,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Strontium,Sr (µM),86.43,421.552,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,1,H,5,7.48,7.530,7.349,7.398,10.370,10.420,Strontium,Sr (µM),83.4,460.733,,,,2019-03-03 15:57:24,LIQ9763301,113299011,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Boron,B (mM),442.01,249.678,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Boron,B (mM),445.73,249.772,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Barium,Ba (µM),0.59,230.424,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Barium,Ba (µM),1.08,455.403,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Calcium,Ca (mM),10.95,315.887,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Calcium,Ca (mM),10.88,317.933,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Calcium,Ca (mM),10.76,318.127,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Iron,Fe (µM),bdl,238.204,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Iron,Fe (µM),bdl,239.563,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Iron,Fe (µM),bdl,259.94,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Potassium,K (mM),10.71,766.491,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Potassium,K (mM),10.58,769.897,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Lithium,Li (µM),27.9,670.783,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Magnesium,Mg (mM),50.27,202.582,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Magnesium,Mg (mM),49.46,277.983,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Magnesium,Mg (mM),49.98,279.078,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Manganese,Mn (µM),170.53,257.61,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Manganese,Mn (µM),167.97,259.372,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Sodium,Na (mM),453.96,330.298,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Sodium,Na (mM),453.57,589.592,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Phosphorus,P (µM),rejected,213.618,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Sulfur,S (mM),27.73,182.562,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Silicon,Si (µM),479.7,221.667,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Silicon,Si (µM),475.31,251.611,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Silicon,Si (µM),472.8,288.158,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Strontium,Sr (µM),81.33,407.771,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Strontium,Sr (µM),85.57,421.552,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,2,12.46,12.510,12.355,12.403,17.190,17.240,Strontium,Sr (µM),81.82,460.733,,,,2019-03-03 15:30:12,LIQ9763801,113298801,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Boron,B (mM),488.73,249.678,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Boron,B (mM),494.18,249.772,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Barium,Ba (µM),0.79,230.424,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Barium,Ba (µM),1.27,455.403,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Calcium,Ca (mM),11.21,315.887,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Calcium,Ca (mM),11.15,317.933,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Calcium,Ca (mM),11.1,318.127,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Iron,Fe (µM),rejected,238.204,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Iron,Fe (µM),rejected,239.563,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Iron,Fe (µM),rejected,259.94,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Potassium,K (mM),10.82,766.491,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Potassium,K (mM),10.7,769.897,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Lithium,Li (µM),29.48,670.783,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Magnesium,Mg (mM),50.32,202.582,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Magnesium,Mg (mM),49.24,277.983,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Magnesium,Mg (mM),49.69,279.078,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Manganese,Mn (µM),206.22,257.61,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Manganese,Mn (µM),204.15,259.372,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Sodium,Na (mM),460.34,330.298,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Sodium,Na (mM),456.75,589.592,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Phosphorus,P (µM),rejected,213.618,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Sulfur,S (mM),27.15,182.562,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Silicon,Si (µM),534.95,221.667,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Silicon,Si (µM),527.63,251.611,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Silicon,Si (µM),526.01,288.158,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Strontium,Sr (µM),82.27,407.771,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Strontium,Sr (µM),87.28,421.552,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,2,H,5,16.98,17.030,16.715,16.763,21.710,21.760,Strontium,Sr (µM),82.9,460.733,,,,2019-03-03 15:35:18,LIQ9763891,113298891,20uL HNO3,,
379,U1533,A,3,H,2,21.96,22.010,21.806,21.853,27.690,27.740,Boron,B (mM),443.01,249.678,,,,2019-03-03 15:50:44,LIQ9764391,113298951,20uL HNO3,,
379,U1533,A,3,H,2,21.96,22.010,21.806,21.853,27.690,27.740,Boron,B (mM),444.81,249.772,,,,2019-03-03 15:50:44,LIQ9764391,113298951,20uL HNO3,,
