Exp,Site,Hole,Core,Type,Sect,Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Element name,Element symbol,Concentration,Wavelength (nm),Excel filename,Text ID
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Boron,B 249.772,392.2294172,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Barium,Ba 455.403,bdl,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Calcium,Ca 317.933,9.880239521,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Potassium,K 766.491,9.948849105,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Lithium,Li 670.783,25.9328627,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Magnesium,Mg 279.553,50.26737968,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Manganese,"Mn 257.610 ",,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Sodium,Na 589.592,444.4106133,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Sulfur,S 182.562,27.19900187,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Silicon,Si 288.158,131.7194731,,,LIQ9361191
374,U1524,A,1,H,1,0,0.050,0.000,0.050,Strontium,Sr 421.552,89.13490071,,,LIQ9361191
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Boron,B 249.772,411.6558742,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Barium,Ba 455.403,bdl,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Calcium,Ca 317.933,9.456087824,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Potassium,K 766.491,10.74168798,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Lithium,Li 670.783,25.9328627,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Magnesium,Mg 279.553,43.68572604,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Manganese,"Mn 257.610 ",53.87695668,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Sodium,Na 589.592,433.2318399,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Sulfur,S 182.562,25.98253275,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Silicon,Si 288.158,476.6820933,,,LIQ9353811
374,U1524,A,1,H,1,1.41,1.460,1.403,1.453,Strontium,Sr 421.552,83.88495777,,,LIQ9353811
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Boron,B 249.772,444.9583719,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Barium,Ba 455.403,bdl,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Calcium,Ca 317.933,9.880239521,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Potassium,K 766.491,10.43478261,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Lithium,Li 670.783,24.49214811,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Magnesium,Mg 279.553,43.35664336,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Manganese,"Mn 257.610 ",89.9162723,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Sodium,Na 589.592,443.9321444,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Sulfur,S 182.562,23.76793512,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Silicon,Si 288.158,694.1972232,,,LIQ9354291
374,U1524,A,2,H,6,12.95,13.000,12.659,12.707,Strontium,Sr 421.552,89.70554668,,,LIQ9354291
374,U1524,A,3,H,6,22.45,22.500,22.079,22.127,Boron,B 249.772,474.560592,,,LIQ9354781
374,U1524,A,3,H,6,22.45,22.500,22.079,22.127,Barium,Ba 455.403,bdl,,,LIQ9354781
374,U1524,A,3,H,6,22.45,22.500,22.079,22.127,Calcium,Ca 317.933,10.05489022,,,LIQ9354781
