Exp,Site,Hole,Core,Type,Sect,Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Element name,Element symbol,Concentration,Wavelength (nm),Excel filename,Text ID
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Boron,B 249.678,0.380203515,,,LIQ9309061
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Barium,Ba 455.403,bdl,,,LIQ9309061
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Calcium,Ca 317.933,9.006986028,,,LIQ9309061
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Potassium,K 766.491,7.826086957,,,LIQ9309061
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Magnesium,Mg 279.553,37.88564377,,,LIQ9309061
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Manganese,Mn 257.610,14.92537313,,,LIQ9309061
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Sodium,Na 589.592,391.69204,,,LIQ9309061
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Sulfur,S 182.562,7.579538366,,,LIQ9309061
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Silicon,Si 288.158,758.988964,,,LIQ9309061
374,U1522,A,9,R,2,80.21,80.310,80.210,80.310,Strontium,Sr 421.552,87.19470441,,,LIQ9309061
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Boron,B 249.678,0.346901018,,,LIQ9308981
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Barium,Ba 455.403,29.78227627,,,LIQ9308981
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Calcium,Ca 317.933,8.832335329,,,LIQ9308981
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Potassium,K 766.491,7.109974425,,,LIQ9308981
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Magnesium,Mg 279.553,36.28136569,,,LIQ9308981
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Manganese,Mn 257.610,8.008736804,,,LIQ9308981
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Sodium,Na 589.592,413.4406264,,,LIQ9308981
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Sulfur,S 182.562,2.05864005,,,LIQ9308981
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Silicon,Si 288.158,730.509078,,,LIQ9308981
374,U1522,A,10,R,1,88.4,88.500,88.400,88.500,Strontium,Sr 421.552,112.9879023,,,LIQ9308981
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Boron,B 249.678,0.331174838,,,LIQ9309441
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Barium,Ba 455.403,35.97174689,,,LIQ9309441
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Calcium,Ca 317.933,8.208582834,,,LIQ9309441
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Potassium,K 766.491,6.41943734,,,LIQ9309441
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Magnesium,Mg 279.553,32.45577951,,,LIQ9309441
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Manganese,Mn 257.610,7.098653076,,,LIQ9309441
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Sodium,Na 589.592,384.384515,,,LIQ9309441
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Sulfur,S 182.562,0.935745477,,,LIQ9309441
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Silicon,Si 288.158,646.493414,,,LIQ9309441
374,U1522,A,11,R,1,97.97,98.080,97.970,98.080,Strontium,Sr 421.552,104.4282127,,,LIQ9309441
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Boron,B 249.678,0.421831637,,,LIQ9311111
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Barium,Ba 455.403,58.18102381,,,LIQ9311111
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Calcium,Ca 317.933,6.1377245510,,,LIQ9311111
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Potassium,K 766.491,6.41943734,,,LIQ9311111
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Magnesium,Mg 279.553,30.44014809,,,LIQ9311111
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Manganese,Mn 257.610,2.366217692,,,LIQ9311111
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Sodium,Na 589.592,388.6907351,,,LIQ9311111
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Sulfur,S 182.562,3.150343107,,,LIQ9311111
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Silicon,Si 288.158,657.5293699,,,LIQ9311111
374,U1522,A,23,R,2,215.4,215.500,215.400,215.500,Strontium,Sr 421.552,106.4825382,,,LIQ9311111
