Exp,Site,Hole,Core,Type,Sect,Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Element name,Element symbol,Concentration,Wavelength (nm),Excel filename,Text ID
374,U1521,A,3,R,1,18.36,18.460,18.360,18.460,Potassium,K 766.491,11.76470588,,,LIQ9282391
374,U1521,A,3,R,1,18.36,18.460,18.360,18.460,Magnesium,Mg 279.553,38.66721514,,,LIQ9282391
374,U1521,A,3,R,1,18.36,18.460,18.360,18.460,Sodium,Na 589.592,421.922575,,,LIQ9282391
374,U1521,A,3,R,1,18.36,18.460,18.360,18.460,Sulfur,S 182.562,19.33873986,,,LIQ9282391
374,U1521,A,3,R,1,18.36,18.460,18.360,18.460,Silicon,Si 288.158,932.8657136,,,LIQ9282391
374,U1521,A,3,R,1,18.36,18.460,18.360,18.460,Strontium,Sr 421.552,93.58593928,,,LIQ9282391
374,U1521,A,4,R,2,29.5,29.600,29.500,29.600,Boron,B 249.678,0.795486079,,,LIQ9282451
374,U1521,A,4,R,2,29.5,29.600,29.500,29.600,Barium,Ba 455.403,bdl,,,LIQ9282451
374,U1521,A,4,R,2,29.5,29.600,29.500,29.600,Calcium,Ca 317.933,6.986027944,,,LIQ9282451
374,U1521,A,4,R,2,29.5,29.600,29.500,29.600,Potassium,K 766.491,11.25319693,,,LIQ9282451
374,U1521,A,4,R,2,29.5,29.600,29.500,29.600,Magnesium,Mg 279.553,38.66721514,,,LIQ9282451
374,U1521,A,4,R,2,29.5,29.600,29.500,29.600,Sodium,Na 589.592,430.6220096,,,LIQ9282451
374,U1521,A,4,R,2,29.5,29.600,29.500,29.600,Sulfur,S 182.562,14.34809732,,,LIQ9282451
374,U1521,A,4,R,2,29.5,29.600,29.500,29.600,Silicon,Si 288.158,1053.924623,,,LIQ9282451
374,U1521,A,4,R,2,29.5,29.600,29.500,29.600,Strontium,Sr 421.552,100.4336909,,,LIQ9282451
374,U1521,A,5,R,1,37.6,37.700,37.600,37.700,Boron,B 249.678,0.850985108,,,LIQ9282781
374,U1521,A,5,R,1,37.6,37.700,37.600,37.700,Barium,Ba 455.403,bdl,,,LIQ9282781
374,U1521,A,5,R,1,37.6,37.700,37.600,37.700,Calcium,Ca 317.933,5.988023952,,,LIQ9282781
374,U1521,A,5,R,1,37.6,37.700,37.600,37.700,Potassium,K 766.491,10.23017903,,,LIQ9282781
374,U1521,A,5,R,1,37.6,37.700,37.600,37.700,Magnesium,Mg 279.553,36.19909502,,,LIQ9282781
374,U1521,A,5,R,1,37.6,37.700,37.600,37.700,Sodium,Na 589.592,419.3127447,,,LIQ9282781
374,U1521,A,5,R,1,37.6,37.700,37.600,37.700,Sulfur,S 182.562,11.22894573,,,LIQ9282781
374,U1521,A,5,R,1,37.6,37.700,37.600,37.700,Silicon,Si 288.158,975.5923875,,,LIQ9282781
374,U1521,A,5,R,1,37.6,37.700,37.600,37.700,Strontium,Sr 421.552,95.86852317,,,LIQ9282781
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Boron,B 249.678,1.4799741,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Barium,Ba 455.403,64.07922522,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Calcium,Ca 317.933,5.988023952,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Potassium,K 766.491,7.6726342710,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Magnesium,Mg 279.553,29.61744138,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Sodium,Na 589.592,420.1826881,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Sulfur,S 182.562,bdl,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Silicon,Si 288.158,847.4123658,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Strontium,Sr 421.552,116.4117781,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Boron,B 249.678,1.424475072,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Barium,Ba 455.403,64.07922522,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Calcium,Ca 317.933,5.988023952,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Potassium,K 766.491,7.6726342710,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Magnesium,Mg 279.553,28.79473468,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Sodium,Na 589.592,417.5728578,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Sulfur,S 182.562,bdl,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Silicon,Si 288.158,833.1701412,,,LIQ9283501
374,U1521,A,9,R,1,75.94,76.040,75.940,76.040,Strontium,Sr 421.552,114.1291942,,,LIQ9283501
374,U1521,A,12,R,3,107.2,107.300,107.200,107.300,Boron,B 249.678,1.590972158,,,LIQ9284261
374,U1521,A,12,R,3,107.2,107.300,107.200,107.300,Barium,Ba 455.403,83.01172359,,,LIQ9284261
374,U1521,A,12,R,3,107.2,107.300,107.200,107.300,Calcium,Ca 317.933,6.986027944,,,LIQ9284261
374,U1521,A,12,R,3,107.2,107.300,107.200,107.300,Potassium,K 766.491,7.16112532,,,LIQ9284261
374,U1521,A,12,R,3,107.2,107.300,107.200,107.300,Magnesium,Mg 279.553,27.97202797,,,LIQ9284261
374,U1521,A,12,R,3,107.2,107.300,107.200,107.300,Sodium,Na 589.592,423.6624619,,,LIQ9284261
374,U1521,A,12,R,3,107.2,107.300,107.200,107.300,Sulfur,S 182.562,bdl,,,LIQ9284261
374,U1521,A,12,R,3,107.2,107.300,107.200,107.300,Silicon,Si 288.158,811.8068042,,,LIQ9284261
374,U1521,A,12,R,3,107.2,107.300,107.200,107.300,Strontium,Sr 421.552,125.5421137,,,LIQ9284261
374,U1521,A,13,R,3,117.01,117.110,117.010,117.110,Boron,B 249.678,1.646471187,,,LIQ9284641
374,U1521,A,13,R,3,117.01,117.110,117.010,117.110,Barium,Ba 455.403,88.8371077,,,LIQ9284641
374,U1521,A,13,R,3,117.01,117.110,117.010,117.110,Calcium,Ca 317.933,6.986027944,,,LIQ9284641
374,U1521,A,13,R,3,117.01,117.110,117.010,117.110,Potassium,K 766.491,6.649616368,,,LIQ9284641
374,U1521,A,13,R,3,117.01,117.110,117.010,117.110,Magnesium,Mg 279.553,27.14932127,,,LIQ9284641
374,U1521,A,13,R,3,117.01,117.110,117.010,117.110,Sodium,Na 589.592,415.8329709,,,LIQ9284641
374,U1521,A,13,R,3,117.01,117.110,117.010,117.110,Sulfur,S 182.562,bdl,,,LIQ9284641
374,U1521,A,13,R,3,117.01,117.110,117.010,117.110,Silicon,Si 288.158,761.959018,,,LIQ9284641
374,U1521,A,13,R,3,117.01,117.110,117.010,117.110,Strontium,Sr 421.552,127.8246976,,,LIQ9284641
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Boron,B 249.678,1.775968921,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Barium,Ba 455.403,97.57518386,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Calcium,Ca 317.933,7.48502994,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Potassium,K 766.491,6.649616368,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Magnesium,Mg 279.553,26.32661456,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Sodium,Na 589.592,412.353197,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Sulfur,S 182.562,bdl,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Silicon,Si 288.158,883.0179274,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Strontium,Sr 421.552,132.3898653,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Boron,B 249.678,1.775968921,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Barium,Ba 455.403,99.03152989,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Calcium,Ca 317.933,7.48502994,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Potassium,K 766.491,6.649616368,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Magnesium,Mg 279.553,26.32661456,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Sodium,Na 589.592,417.5728578,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Sulfur,S 182.562,bdl,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Silicon,Si 288.158,883.0179274,,,LIQ9285621
374,U1521,A,16,R,2,144,144.100,144.000,144.100,Strontium,Sr 421.552,134.6724492,,,LIQ9285621
374,U1521,A,18,R,4,164.79,164.890,164.790,164.890,Boron,B 249.678,1.831467949,,,LIQ9286001
374,U1521,A,18,R,4,164.79,164.890,164.790,164.890,Barium,Ba 455.403,103.400568,,,LIQ9286001
374,U1521,A,18,R,4,164.79,164.890,164.790,164.890,Calcium,Ca 317.933,7.984031936,,,LIQ9286001
374,U1521,A,18,R,4,164.79,164.890,164.790,164.890,Potassium,K 766.491,6.138107417,,,LIQ9286001
374,U1521,A,18,R,4,164.79,164.890,164.790,164.890,Magnesium,Mg 279.553,26.32661456,,,LIQ9286001
374,U1521,A,18,R,4,164.79,164.890,164.790,164.890,Sodium,Na 589.592,413.2231405,,,LIQ9286001
374,U1521,A,18,R,4,164.79,164.890,164.790,164.890,Sulfur,S 182.562,bdl,,,LIQ9286001
374,U1521,A,18,R,4,164.79,164.890,164.790,164.890,Silicon,Si 288.158,868.7757028,,,LIQ9286001
374,U1521,A,18,R,4,164.79,164.890,164.790,164.890,Strontium,Sr 421.552,136.9550331,,,LIQ9286001
374,U1521,A,20,R,6,187.83,187.930,187.830,187.930,Boron,B 249.678,1.923966331,,,LIQ9286691
374,U1521,A,20,R,6,187.83,187.930,187.830,187.930,Barium,Ba 455.403,109.2259521,,,LIQ9286691
374,U1521,A,20,R,6,187.83,187.930,187.830,187.930,Calcium,Ca 317.933,8.483033932,,,LIQ9286691
374,U1521,A,20,R,6,187.83,187.930,187.830,187.930,Potassium,K 766.491,6.138107417,,,LIQ9286691
374,U1521,A,20,R,6,187.83,187.930,187.830,187.930,Magnesium,Mg 279.553,25.50390786,,,LIQ9286691
374,U1521,A,20,R,6,187.83,187.930,187.830,187.930,Sodium,Na 589.592,412.353197,,,LIQ9286691
374,U1521,A,20,R,6,187.83,187.930,187.830,187.930,Sulfur,S 182.562,bdl,,,LIQ9286691
374,U1521,A,20,R,6,187.83,187.930,187.830,187.930,Silicon,Si 288.158,961.3501629,,,LIQ9286691
374,U1521,A,20,R,6,187.83,187.930,187.830,187.930,Strontium,Sr 421.552,143.8027848,,,LIQ9286691
374,U1521,A,22,R,2,201.88,201.980,201.880,201.980,Boron,B 249.678,1.960965683,,,LIQ9287491
374,U1521,A,22,R,2,201.88,201.980,201.880,201.980,Barium,Ba 455.403,107.7696061,,,LIQ9287491
374,U1521,A,22,R,2,201.88,201.980,201.880,201.980,Calcium,Ca 317.933,8.483033932,,,LIQ9287491
374,U1521,A,22,R,2,201.88,201.980,201.880,201.980,Potassium,K 766.491,5.626598465,,,LIQ9287491
374,U1521,A,22,R,2,201.88,201.980,201.880,201.980,Magnesium,Mg 279.553,26.32661456,,,LIQ9287491
374,U1521,A,22,R,2,201.88,201.980,201.880,201.980,Sodium,Na 589.592,415.8329709,,,LIQ9287491
374,U1521,A,22,R,2,201.88,201.980,201.880,201.980,Sulfur,S 182.562,bdl,,,LIQ9287491
374,U1521,A,22,R,2,201.88,201.980,201.880,201.980,Silicon,Si 288.158,947.1079383,,,LIQ9287491
374,U1521,A,22,R,2,201.88,201.980,201.880,201.980,Strontium,Sr 421.552,146.0853686,,,LIQ9287491
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Boron,B 249.678,1.683470539,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Barium,Ba 455.403,94.66249181,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Calcium,Ca 317.933,8.982035928,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Potassium,K 766.491,5.626598465,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Magnesium,Mg 279.553,24.68120115,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Sodium,Na 589.592,407.1335363,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Sulfur,S 182.562,bdl,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Silicon,Si 288.158,761.959018,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Strontium,Sr 421.552,143.8027848,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Boron,B 249.678,1.701970216,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Barium,Ba 455.403,94.66249181,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Calcium,Ca 317.933,9.481037924,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Potassium,K 766.491,5.626598465,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Magnesium,Mg 279.553,25.50390786,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Sodium,Na 589.592,414.0930839,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Sulfur,S 182.562,bdl,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Silicon,Si 288.158,776.2012426,,,LIQ9288371
374,U1521,A,24,R,1,219.88,219.980,219.880,219.980,Strontium,Sr 421.552,146.0853686,,,LIQ9288371
374,U1521,A,27,R,1,248.4,248.500,248.400,248.500,Boron,B 249.678,1.794468597,,,LIQ9289741
374,U1521,A,27,R,1,248.4,248.500,248.400,248.500,Barium,Ba 455.403,101.9442219,,,LIQ9289741
374,U1521,A,27,R,1,248.4,248.500,248.400,248.500,Calcium,Ca 317.933,10.47904192,,,LIQ9289741
374,U1521,A,27,R,1,248.4,248.500,248.400,248.500,Potassium,K 766.491,5.626598465,,,LIQ9289741
374,U1521,A,27,R,1,248.4,248.500,248.400,248.500,Magnesium,Mg 279.553,25.50390786,,,LIQ9289741
374,U1521,A,27,R,1,248.4,248.500,248.400,248.500,Sodium,Na 589.592,417.5728578,,,LIQ9289741
374,U1521,A,27,R,1,248.4,248.500,248.400,248.500,Sulfur,S 182.562,bdl,,,LIQ9289741
374,U1521,A,27,R,1,248.4,248.500,248.400,248.500,Silicon,Si 288.158,769.0801303,,,LIQ9289741
374,U1521,A,27,R,1,248.4,248.500,248.400,248.500,Strontium,Sr 421.552,152.9331203,,,LIQ9289741
374,U1521,A,30,R,3,279.81,279.910,279.810,279.910,Boron,B 249.678,2.053464064,,,LIQ9290351
374,U1521,A,30,R,3,279.81,279.910,279.810,279.910,Barium,Ba 455.403,115.0513362,,,LIQ9290351
374,U1521,A,30,R,3,279.81,279.910,279.810,279.910,Calcium,Ca 317.933,11.47704591,,,LIQ9290351
374,U1521,A,30,R,3,279.81,279.910,279.810,279.910,Potassium,K 766.491,5.115089514,,,LIQ9290351
374,U1521,A,30,R,3,279.81,279.910,279.810,279.910,Magnesium,Mg 279.553,23.85849445,,,LIQ9290351
374,U1521,A,30,R,3,279.81,279.910,279.810,279.910,Sodium,Na 589.592,409.7433667,,,LIQ9290351
374,U1521,A,30,R,3,279.81,279.910,279.810,279.910,Sulfur,S 182.562,bdl,,,LIQ9290351
374,U1521,A,30,R,3,279.81,279.910,279.810,279.910,Silicon,Si 288.158,783.322355,,,LIQ9290351
374,U1521,A,30,R,3,279.81,279.910,279.810,279.910,Strontium,Sr 421.552,164.3460397,,,LIQ9290351
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Boron,B 249.678,2.201461474,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Barium,Ba 455.403,42.23403481,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Calcium,Ca 317.933,27.44510978,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Potassium,K 766.491,2.557544757,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Magnesium,Mg 279.553,20.56766763,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Sodium,Na 589.592,387.9947803,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Sulfur,S 182.562,3.742981909,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Silicon,Si 288.158,427.2667391,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Strontium,Sr 421.552,212.2803013,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Boron,B 249.678,2.164462122,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Barium,Ba 455.403,42.23403481,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Calcium,Ca 317.933,27.44510978,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Potassium,K 766.491,2.557544757,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Magnesium,Mg 279.553,20.56766763,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Sodium,Na 589.592,385.38495,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Sulfur,S 182.562,3.119151591,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Silicon,Si 288.158,420.1456267,,,LIQ9294061
374,U1521,A,38,R,1,353.88,353.980,353.880,353.980,Strontium,Sr 421.552,209.9977174,,,LIQ9294061
