Exp,Site,Hole,Core,Type,Sect,Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Element name,Element symbol,Concentration,Wavelength (nm),Excel filename,Text ID
374,U1525,A,1,H,3,4.45,4.500,4.440,4.490,Magnesium,Mg 279.553,45.45454545,,,LIQ9373861
374,U1525,A,1,H,3,4.45,4.500,4.440,4.490,Manganese,"Mn 257.610 ",58.06334183,,,LIQ9373861
374,U1525,A,1,H,3,4.45,4.500,4.440,4.490,Sodium,Na 589.592,435.8851675,,,LIQ9373861
374,U1525,A,1,H,3,4.45,4.500,4.440,4.490,Sulfur,S 182.562,25.79538366,,,LIQ9373861
374,U1525,A,1,H,3,4.45,4.500,4.440,4.490,Silicon,Si 288.158,578.1416874,,,LIQ9373861
374,U1525,A,1,H,3,4.45,4.500,4.440,4.490,Strontium,Sr 421.552,87.87947957,,,LIQ9373861
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Boron,B 249.772,543.9407956,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Barium,Ba 455.403,bdl,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Calcium,Ca 317.933,10.72854291,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Iron,Fe 238.204,bdl,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Potassium,K 766.491,10.28132992,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Lithium,Li 670.783,24.49214811,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Magnesium,Mg 279.553,52.94117647,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Manganese,"Mn 257.610 ",118.3108846,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Sodium,Na 589.592,447.0204437,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Sulfur,S 182.562,23.70555209,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Silicon,Si 288.158,666.0733357,,,LIQ9374331
374,U1525,A,2,H,4,14.57,14.620,14.177,14.224,Strontium,Sr 421.552,90.27619265,,,LIQ9374331
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Boron,B 249.772,545.7909343,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Barium,Ba 455.403,bdl,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Calcium,Ca 317.933,10.37924152,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Iron,Fe 238.204,bdl,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Potassium,K 766.491,10.0511509,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Lithium,Li 670.783,20.17000432,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Magnesium,Mg 279.553,47.22336487,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Manganese,"Mn 257.610 ",37.31343284,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Sodium,Na 589.592,435.3197042,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Sulfur,S 182.562,19.0268247,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Silicon,Si 288.158,819.8647205,,,LIQ9374821
374,U1525,A,3,H,4,24.06,24.110,23.701,23.748,Strontium,Sr 421.552,85.3686373,,,LIQ9374821
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Boron,B 249.772,587.4190564,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Barium,Ba 455.403,bdl,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Calcium,Ca 317.933,10.45409182,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Iron,Fe 238.204,bdl,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Potassium,K 766.491,9.488491049,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Lithium,Li 670.783,18.72928973,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Magnesium,Mg 279.553,43.89140271,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Manganese,"Mn 257.610 ",34.58318165,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Sodium,Na 589.592,438.9734667,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Sulfur,S 182.562,15.93886463,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Silicon,Si 288.158,765.0409398,,,LIQ9375451
374,U1525,A,5,F,2,31.85,31.900,31.730,31.778,Strontium,Sr 421.552,84.56973294,,,LIQ9375451
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Boron,B 249.772,553.1914894,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Barium,Ba 455.403,bdl,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Calcium,Ca 317.933,9.256487026,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Iron,Fe 238.204,bdl,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Potassium,K 766.491,9.514066496,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Lithium,Li 670.783,23.05143351,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Magnesium,Mg 279.553,39.98354587,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Manganese,"Mn 257.610 ",49.50855479,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Sodium,Na 589.592,433.5798173,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Sulfur,S 182.562,8.109794136,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Silicon,Si 288.158,727.3050908,,,LIQ9376491
374,U1525,A,11,F,3,59.43,59.480,59.285,59.333,Strontium,Sr 421.552,81.14585711,,,LIQ9376491
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Boron,B 249.772,615.1711378,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Barium,Ba 455.403,bdl,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Calcium,Ca 317.933,8.75748503,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Iron,Fe 238.204,1.790670606,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Potassium,K 766.491,8.976982097,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Lithium,Li 670.783,25.9328627,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Magnesium,Mg 279.553,40.60057589,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Manganese,"Mn 257.610 ",45.68620313,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Sodium,Na 589.592,432.1879078,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Sulfur,S 182.562,6.674984404,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Silicon,Si 288.158,815.9487362,,,LIQ9377651
374,U1525,A,13,F,3,68.87,68.920,68.870,68.920,Strontium,Sr 421.552,81.71650308,,,LIQ9377651
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Boron,B 249.772,559.666975,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Barium,Ba 455.403,bdl,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Calcium,Ca 317.933,8.1087824350,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Iron,Fe 238.204,5.192944758,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Potassium,K 766.491,9.283887468,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Lithium,Li 670.783,27.37357729,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Magnesium,Mg 279.553,39.44878651,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Manganese,"Mn 257.610 ",32.58099745,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Sodium,Na 589.592,440.9743367,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Sulfur,S 182.562,5.364940736,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Silicon,Si 288.158,1005.695977,,,LIQ9378201
374,U1525,A,15,F,2,77.32,77.370,77.320,77.370,Strontium,Sr 421.552,82.17301986,,,LIQ9378201
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Boron,B 249.772,624.4218316,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Barium,Ba 455.403,bdl,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Calcium,Ca 317.933,7.784431138,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Iron,Fe 238.204,3.939475334,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Potassium,K 766.491,8.976982097,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Lithium,Li 670.783,31.69572108,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Magnesium,Mg 279.553,41.17647059,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Manganese,"Mn 257.610 ",25.84637787,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Sodium,Na 589.592,439.7564158,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Sulfur,S 182.562,4.148471616,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Silicon,Si 288.158,885.7244571,,,LIQ9378731
374,U1525,A,16,H,6,87.61,87.660,87.429,87.478,Strontium,Sr 421.552,86.05341246,,,LIQ9378731
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Boron,B 249.772,557.8168363,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Barium,Ba 455.403,bdl,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Calcium,Ca 317.933,7.435129741,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Iron,Fe 238.204,bdl,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Potassium,K 766.491,8.797953964,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Lithium,Li 670.783,33.13643567,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Magnesium,Mg 279.553,39.2019745,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Manganese,"Mn 257.610 ",19.11175828,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Sodium,Na 589.592,442.3662462,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Sulfur,S 182.562,3.306300686,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Silicon,Si 288.158,690.2812389,,,LIQ9379161
374,U1525,A,17,H,4,94.35,94.450,94.084,94.179,Strontium,Sr 421.552,89.13490071,,,LIQ9379161
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Boron,B 249.772,643.8482886,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Barium,Ba 455.403,bdl,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Calcium,Ca 317.933,6.936127745,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Iron,Fe 238.204,3.760408273,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Potassium,K 766.491,8.081841432,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Lithium,Li 670.783,40.34000864,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Magnesium,Mg 279.553,38.25586179,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Manganese,"Mn 257.610 ",16.92755734,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Sodium,Na 589.592,443.4971727,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Sulfur,S 182.562,1.3724267,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Silicon,Si 288.158,908.8643645,,,LIQ9380121
374,U1525,A,20,F,3,115.71,115.810,115.573,115.670,Strontium,Sr 421.552,108.080347,,,LIQ9380121
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Boron,B 249.772,648.4736355,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Barium,Ba 455.403,11.21386441,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Calcium,Ca 317.933,7.1107784430,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Iron,Fe 238.204,3.223207091,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Potassium,K 766.491,7.723785166,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Lithium,Li 670.783,44.66215243,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Magnesium,Mg 279.553,39.53105718,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Manganese,"Mn 257.610 ",17.65562432,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Sodium,Na 589.592,443.7581557,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Sulfur,S 182.562,bdl,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Silicon,Si 288.158,948.3802065,,,LIQ9381721
374,U1525,A,25,X,3,135.6,135.700,134.993,135.079,Strontium,Sr 421.552,155.9004793,,,LIQ9381721
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Boron,B 249.772,706.7530065,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Barium,Ba 455.403,113.8134421,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Calcium,Ca 317.933,7.060878244,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Iron,Fe 238.204,bdl,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Potassium,K 766.491,7.135549872,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Lithium,Li 670.783,59.06929837,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Magnesium,Mg 279.553,34.88276429,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Manganese,"Mn 257.610 ",6.370586094,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Sodium,Na 589.592,448.2818617,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Sulfur,S 182.562,bdl,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Silicon,Si 288.158,991.4560342,,,LIQ9382921
374,U1525,A,30,X,4,181.09,181.190,181.065,181.165,Strontium,Sr 421.552,177.6991554,,,LIQ9382921
