Label_id,Text_id,Analysis,Date,Test_number,Replicate_count,aux_file_asman_id,aux_file_filename,calibration_valid,config_asman_id,config_filename,magnetic_susceptibility,ms_correction,ms_range,ms_units,observed_length,offset,run_asman_id,run_filename,timestamp
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:12:46,110449591,0,45975101,raw_ms2k-121_1802110612413_mspoint..csv,T,45192531,i_pi_ms.ini,33.67,1.0000,1.0,SI,0,0.00,45975121,OTHR52911601_20180211061241_CNTL.MSPOINT,2018-02-11 06:12:38
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:12:46,110449591,1,,,,,,19.33,,,,,2.50,,,2018-02-11 06:12:29
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:12:46,110449591,2,,,,,,23.00,,,,,5.00,,,2018-02-11 06:12:22
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:12:46,110449591,3,,,,,,37.33,,,,,7.50,,,2018-02-11 06:12:14
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,0,45974931,raw_ms2k-121_1802110610413_mspoint..csv,T,45192531,i_pi_ms.ini,36.00,1.0000,1.0,SI,0,0.00,45974951,OTHR52911601_20180211061041_CNTL.MSPOINT,2018-02-11 06:10:38
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,1,,,,,,4.67,,,,,2.50,,,2018-02-11 06:10:28
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,2,,,,,,30.33,,,,,5.00,,,2018-02-11 06:10:21
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,3,,,,,,50.33,,,,,7.50,,,2018-02-11 06:10:13
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,4,,,,,,66.00,,,,,10.00,,,2018-02-11 06:10:06
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,5,,,,,,56.67,,,,,12.50,,,2018-02-11 06:09:59
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,6,,,,,,33.00,,,,,15.00,,,2018-02-11 06:09:51
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,7,,,,,,49.67,,,,,17.50,,,2018-02-11 06:09:44
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,8,,,,,,23.33,,,,,20.00,,,2018-02-11 06:09:37
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,9,,,,,,39.00,,,,,22.50,,,2018-02-11 06:09:30
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,10,,,,,,89.33,,,,,25.00,,,2018-02-11 06:09:22
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,11,,,,,,62.00,,,,,27.50,,,2018-02-11 06:09:15
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,12,,,,,,62.33,,,,,30.00,,,2018-02-11 06:09:08
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,13,,,,,,71.67,,,,,32.50,,,2018-02-11 06:09:00
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,14,,,,,,53.00,,,,,35.00,,,2018-02-11 06:08:53
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,15,,,,,,23.00,,,,,37.50,,,2018-02-11 06:08:46
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,16,,,,,,19.67,,,,,40.00,,,2018-02-11 06:08:38
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,17,,,,,,16.33,,,,,42.50,,,2018-02-11 06:08:31
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,18,,,,,,14.67,,,,,45.00,,,2018-02-11 06:08:24
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,19,,,,,,36.00,,,,,47.50,,,2018-02-11 06:08:17
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,20,,,,,,31.00,,,,,50.00,,,2018-02-11 06:08:09
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:10:52,110449541,21,,,,,,21.00,,,,,52.50,,,2018-02-11 06:08:02
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,0,45974691,raw_ms2k-121_1802110605063_mspoint..csv,T,45192531,i_pi_ms.ini,37.00,1.0000,1.0,SI,0,0.00,45974711,OTHR52911601_20180211060506_CNTL.MSPOINT,2018-02-11 06:05:04
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,1,,,,,,13.67,,,,,2.50,,,2018-02-11 06:04:53
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,2,,,,,,16.67,,,,,5.00,,,2018-02-11 06:04:45
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,3,,,,,,15.00,,,,,7.50,,,2018-02-11 06:04:38
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,4,,,,,,15.67,,,,,10.00,,,2018-02-11 06:04:31
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,5,,,,,,16.00,,,,,12.50,,,2018-02-11 06:04:23
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,6,,,,,,15.00,,,,,15.00,,,2018-02-11 06:04:16
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,7,,,,,,15.00,,,,,17.50,,,2018-02-11 06:04:09
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,8,,,,,,13.33,,,,,20.00,,,2018-02-11 06:04:01
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,9,,,,,,15.00,,,,,22.50,,,2018-02-11 06:03:54
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,10,,,,,,15.00,,,,,25.00,,,2018-02-11 06:03:47
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,11,,,,,,14.00,,,,,27.50,,,2018-02-11 06:03:39
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,12,,,,,,15.67,,,,,30.00,,,2018-02-11 06:03:32
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,13,,,,,,17.33,,,,,32.50,,,2018-02-11 06:03:24
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,14,,,,,,17.00,,,,,35.00,,,2018-02-11 06:03:17
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,15,,,,,,108.33,,,,,37.50,,,2018-02-11 06:03:10
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,16,,,,,,26.00,,,,,40.00,,,2018-02-11 06:03:02
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,17,,,,,,31.00,,,,,42.50,,,2018-02-11 06:02:55
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,18,,,,,,31.33,,,,,45.00,,,2018-02-11 06:02:47
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,19,,,,,,72.00,,,,,47.50,,,2018-02-11 06:02:40
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,20,,,,,,325.67,,,,,50.00,,,2018-02-11 06:02:33
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,21,,,,,,814.00,,,,,52.50,,,2018-02-11 06:02:25
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,22,,,,,,81.67,,,,,55.00,,,2018-02-11 06:02:18
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,23,,,,,,43.33,,,,,57.50,,,2018-02-11 06:02:10
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,24,,,,,,18.00,,,,,60.00,,,2018-02-11 06:02:03
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,25,,,,,,16.00,,,,,62.50,,,2018-02-11 06:01:56
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,26,,,,,,15.33,,,,,65.00,,,2018-02-11 06:01:48
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,27,,,,,,16.00,,,,,67.50,,,2018-02-11 06:01:41
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,28,,,,,,16.00,,,,,70.00,,,2018-02-11 06:01:34
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,29,,,,,,15.67,,,,,72.50,,,2018-02-11 06:01:26
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,30,,,,,,20.00,,,,,75.00,,,2018-02-11 06:01:19
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,31,,,,,,21.00,,,,,77.50,,,2018-02-11 06:01:12
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,32,,,,,,23.00,,,,,80.00,,,2018-02-11 06:01:04
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,33,,,,,,22.67,,,,,82.50,,,2018-02-11 06:00:57
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,34,,,,,,21.00,,,,,85.00,,,2018-02-11 06:00:49
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,35,,,,,,30.67,,,,,87.50,,,2018-02-11 06:00:42
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,36,,,,,,47.67,,,,,90.00,,,2018-02-11 06:00:35
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,37,,,,,,332.67,,,,,92.50,,,2018-02-11 06:00:27
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,38,,,,,,823.00,,,,,95.00,,,2018-02-11 06:00:20
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,39,,,,,,120.33,,,,,97.50,,,2018-02-11 06:00:12
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 12:05:17,110449471,40,,,,,,4.00,,,,,100.00,,,2018-02-11 06:00:05
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,0,45974361,raw_ms2k-121_1802110551203_mspoint..csv,T,45192531,i_pi_ms.ini,36.00,1.0000,1.0,SI,0,0.00,45974381,OTHR52911601_20180211055120_CNTL.MSPOINT,2018-02-11 05:51:17
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,1,,,,,,8.67,,,,,2.50,,,2018-02-11 05:51:06
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,2,,,,,,9.33,,,,,5.00,,,2018-02-11 05:50:59
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,3,,,,,,13.67,,,,,7.50,,,2018-02-11 05:50:51
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,4,,,,,,16.00,,,,,10.00,,,2018-02-11 05:50:44
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,5,,,,,,15.00,,,,,12.50,,,2018-02-11 05:50:37
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,6,,,,,,16.33,,,,,15.00,,,2018-02-11 05:50:29
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,7,,,,,,15.00,,,,,17.50,,,2018-02-11 05:50:22
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,8,,,,,,16.00,,,,,20.00,,,2018-02-11 05:50:14
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,9,,,,,,16.00,,,,,22.50,,,2018-02-11 05:50:07
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,10,,,,,,15.67,,,,,25.00,,,2018-02-11 05:49:59
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,11,,,,,,15.67,,,,,27.50,,,2018-02-11 05:49:52
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,12,,,,,,15.00,,,,,30.00,,,2018-02-11 05:49:44
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,13,,,,,,16.67,,,,,32.50,,,2018-02-11 05:49:37
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,14,,,,,,10.67,,,,,35.00,,,2018-02-11 05:49:29
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,15,,,,,,13.00,,,,,37.50,,,2018-02-11 05:49:22
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,16,,,,,,13.33,,,,,40.00,,,2018-02-11 05:49:14
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,17,,,,,,14.00,,,,,42.50,,,2018-02-11 05:49:07
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,18,,,,,,12.67,,,,,45.00,,,2018-02-11 05:48:59
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,19,,,,,,12.67,,,,,47.50,,,2018-02-11 05:48:52
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,20,,,,,,13.33,,,,,50.00,,,2018-02-11 05:48:44
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,21,,,,,,14.67,,,,,52.50,,,2018-02-11 05:48:37
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,22,,,,,,14.00,,,,,55.00,,,2018-02-11 05:48:29
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,23,,,,,,12.33,,,,,57.50,,,2018-02-11 05:48:22
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,24,,,,,,12.33,,,,,60.00,,,2018-02-11 05:48:14
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,25,,,,,,13.00,,,,,62.50,,,2018-02-11 05:48:07
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,26,,,,,,12.33,,,,,65.00,,,2018-02-11 05:47:59
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,27,,,,,,13.00,,,,,67.50,,,2018-02-11 05:47:52
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,28,,,,,,13.33,,,,,70.00,,,2018-02-11 05:47:44
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,29,,,,,,12.33,,,,,72.50,,,2018-02-11 05:47:37
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,30,,,,,,12.67,,,,,75.00,,,2018-02-11 05:47:29
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,31,,,,,,13.00,,,,,77.50,,,2018-02-11 05:47:22
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,32,,,,,,13.00,,,,,80.00,,,2018-02-11 05:47:15
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,33,,,,,,13.33,,,,,82.50,,,2018-02-11 05:47:07
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,34,,,,,,12.67,,,,,85.00,,,2018-02-11 05:47:00
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,35,,,,,,12.33,,,,,87.50,,,2018-02-11 05:46:52
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,36,,,,,,13.00,,,,,90.00,,,2018-02-11 05:46:45
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,37,,,,,,12.67,,,,,92.50,,,2018-02-11 05:46:37
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,38,,,,,,14.00,,,,,95.00,,,2018-02-11 05:46:30
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,39,,,,,,13.67,,,,,97.50,,,2018-02-11 05:46:22
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,40,,,,,,12.67,,,,,100.00,,,2018-02-11 05:46:15
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,41,,,,,,12.00,,,,,102.50,,,2018-02-11 05:46:07
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,42,,,,,,12.33,,,,,105.00,,,2018-02-11 05:46:00
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,43,,,,,,13.00,,,,,107.50,,,2018-02-11 05:45:52
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,44,,,,,,13.00,,,,,110.00,,,2018-02-11 05:45:45
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,45,,,,,,8.67,,,,,112.50,,,2018-02-11 05:45:38
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,46,,,,,,13.00,,,,,115.00,,,2018-02-11 05:45:30
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,47,,,,,,13.33,,,,,117.50,,,2018-02-11 05:45:23
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,48,,,,,,13.67,,,,,120.00,,,2018-02-11 05:45:15
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,49,,,,,,14.00,,,,,122.50,,,2018-02-11 05:45:08
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,50,,,,,,14.00,,,,,125.00,,,2018-02-11 05:45:00
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,51,,,,,,13.00,,,,,127.50,,,2018-02-11 05:44:53
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,52,,,,,,12.33,,,,,130.00,,,2018-02-11 05:44:45
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,53,,,,,,12.33,,,,,132.50,,,2018-02-11 05:44:38
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,54,,,,,,13.67,,,,,135.00,,,2018-02-11 05:44:30
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,55,,,,,,15.33,,,,,137.50,,,2018-02-11 05:44:23
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,56,,,,,,15.00,,,,,140.00,,,2018-02-11 05:44:15
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,57,,,,,,15.67,,,,,142.50,,,2018-02-11 05:44:08
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,58,,,,,,15.00,,,,,145.00,,,2018-02-11 05:44:00
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,59,,,,,,14.00,,,,,147.50,,,2018-02-11 05:43:53
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 11:51:26,110449361,60,,,,,,17.00,,,,,150.00,,,2018-02-11 05:43:45
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,0,45973951,raw_ms2k-121_1802110327533_mspoint..csv,T,45192531,i_pi_ms.ini,38.00,1.0000,1.0,SI,0,0.00,45973971,OTHR52911601_20180211032753_CNTL.MSPOINT,2018-02-11 03:27:50
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,1,,,,,,15.00,,,,,2.50,,,2018-02-11 03:27:39
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,2,,,,,,13.00,,,,,5.00,,,2018-02-11 03:27:32
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,3,,,,,,11.67,,,,,7.50,,,2018-02-11 03:27:24
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,4,,,,,,11.00,,,,,10.00,,,2018-02-11 03:27:17
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,5,,,,,,11.67,,,,,12.50,,,2018-02-11 03:27:09
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,6,,,,,,5.00,,,,,15.00,,,2018-02-11 03:27:02
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,7,,,,,,5.00,,,,,17.50,,,2018-02-11 03:26:55
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,8,,,,,,7.33,,,,,20.00,,,2018-02-11 03:26:47
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,9,,,,,,11.33,,,,,22.50,,,2018-02-11 03:26:40
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,10,,,,,,10.33,,,,,25.00,,,2018-02-11 03:26:32
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,11,,,,,,5.00,,,,,27.50,,,2018-02-11 03:26:25
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,12,,,,,,5.00,,,,,30.00,,,2018-02-11 03:26:17
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,13,,,,,,7.33,,,,,32.50,,,2018-02-11 03:26:10
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,14,,,,,,9.00,,,,,35.00,,,2018-02-11 03:26:02
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,15,,,,,,9.67,,,,,37.50,,,2018-02-11 03:25:55
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,16,,,,,,13.00,,,,,40.00,,,2018-02-11 03:25:47
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,17,,,,,,12.00,,,,,42.50,,,2018-02-11 03:25:40
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,18,,,,,,12.00,,,,,45.00,,,2018-02-11 03:25:32
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,19,,,,,,11.67,,,,,47.50,,,2018-02-11 03:25:25
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,20,,,,,,10.00,,,,,50.00,,,2018-02-11 03:25:17
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,21,,,,,,11.67,,,,,52.50,,,2018-02-11 03:25:10
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,22,,,,,,11.00,,,,,55.00,,,2018-02-11 03:25:02
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,23,,,,,,6.67,,,,,57.50,,,2018-02-11 03:24:55
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,24,,,,,,7.33,,,,,60.00,,,2018-02-11 03:24:48
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,25,,,,,,5.33,,,,,62.50,,,2018-02-11 03:24:40
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,26,,,,,,9.00,,,,,65.00,,,2018-02-11 03:24:33
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,27,,,,,,14.67,,,,,67.50,,,2018-02-11 03:24:25
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,28,,,,,,14.67,,,,,70.00,,,2018-02-11 03:24:18
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,29,,,,,,14.33,,,,,72.50,,,2018-02-11 03:24:10
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,30,,,,,,31.67,,,,,75.00,,,2018-02-11 03:24:03
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,31,,,,,,672.33,,,,,77.50,,,2018-02-11 03:23:55
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,32,,,,,,237.00,,,,,80.00,,,2018-02-11 03:23:48
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,33,,,,,,18.00,,,,,82.50,,,2018-02-11 03:23:40
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,34,,,,,,15.00,,,,,85.00,,,2018-02-11 03:23:33
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,35,,,,,,15.33,,,,,87.50,,,2018-02-11 03:23:25
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,36,,,,,,6.33,,,,,90.00,,,2018-02-11 03:23:18
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,37,,,,,,7.33,,,,,92.50,,,2018-02-11 03:23:11
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,38,,,,,,10.33,,,,,95.00,,,2018-02-11 03:23:03
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,39,,,,,,8.33,,,,,97.50,,,2018-02-11 03:22:56
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,40,,,,,,12.00,,,,,100.00,,,2018-02-11 03:22:48
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,41,,,,,,12.00,,,,,102.50,,,2018-02-11 03:22:41
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,42,,,,,,13.00,,,,,105.00,,,2018-02-11 03:22:33
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,43,,,,,,15.00,,,,,107.50,,,2018-02-11 03:22:26
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,44,,,,,,15.00,,,,,110.00,,,2018-02-11 03:22:18
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,45,,,,,,13.00,,,,,112.50,,,2018-02-11 03:22:11
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,46,,,,,,15.67,,,,,115.00,,,2018-02-11 03:22:03
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,47,,,,,,17.00,,,,,117.50,,,2018-02-11 03:21:56
STND-MS2K-121,OTHR52911601,MSPOINT,2018-02-11 09:28:01,110446801,48,,,,,,17.33,,,,,120.00,,,2018-02-11 03:21:48
