Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Depth CCSF-379-U1533-ABCD-20191030 (m),Magnetic susceptibility (SI x 10^-5),Configuration filename,Run filename,Auxiliary file filename,Instrument,Instrument group,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,A,2,H,6,A,90.0,17.93,17.631,22.660,41.33,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,92.0,17.95,17.650,22.680,41.67,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,94.0,17.97,17.669,22.700,41.33,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,96.0,17.99,17.689,22.720,42.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,98.0,18.01,17.708,22.740,41.33,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,100.0,18.03,17.727,22.760,42.33,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,102.0,18.05,17.747,22.780,44.67,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,104.0,18.07,17.766,22.800,43.33,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,106.0,18.09,17.785,22.820,46.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,108.0,18.11,17.804,22.840,48.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,110.0,18.13,17.824,22.860,43.67,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,112.0,18.15,17.843,22.880,52.67,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,114.0,18.17,17.862,22.900,52.67,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,116.0,18.19,17.882,22.920,49.33,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,118.0,18.21,17.901,22.940,47.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,120.0,18.23,17.920,22.960,53.67,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,122.0,18.25,17.939,22.980,55.33,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,124.0,18.27,17.959,23.000,61.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,126.0,18.29,17.978,23.020,62.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,128.0,18.31,17.997,23.040,53.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,130.0,18.33,18.017,23.060,54.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,132.0,18.35,18.036,23.080,54.67,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,134.0,18.37,18.055,23.100,49.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,136.0,18.39,18.074,23.120,42.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,138.0,18.41,18.094,23.140,39.33,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,140.0,18.43,18.113,23.160,40.33,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,142.0,18.45,18.132,23.180,40.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,144.0,18.47,18.152,23.200,45.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,146.0,18.49,18.171,23.220,44.67,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,6,A,148.0,18.51,18.190,23.240,43.00,,,,,SHMSL,2019-02-26 16:37:56,SHLF9763551,113095541,,,
379,U1533,A,2,H,7,A,2.0,18.56,18.238,23.290,14.33,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48291991-379-U1533A-2H-7-A_20190226104421.MSPOINT,379-MSPOINT-48291951-raw_379-u1533a-2h-7-a_1902261044213_mspoint..csv,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,4.0,18.58,18.258,23.310,37.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,6.0,18.6,18.277,23.330,48.67,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,8.0,18.62,18.296,23.350,46.67,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,10.0,18.64,18.315,23.370,44.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,12.0,18.66,18.335,23.390,40.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,14.0,18.68,18.354,23.410,42.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,16.0,18.7,18.373,23.430,42.33,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,18.0,18.72,18.393,23.450,45.67,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,20.0,18.74,18.412,23.470,45.33,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,22.0,18.76,18.431,23.490,49.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,24.0,18.78,18.451,23.510,47.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,26.0,18.8,18.470,23.530,56.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,28.0,18.82,18.489,23.550,58.67,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,30.0,18.84,18.508,23.570,57.33,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,32.0,18.86,18.528,23.590,52.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,34.0,18.88,18.547,23.610,58.33,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,36.0,18.9,18.566,23.630,55.33,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,38.0,18.92,18.586,23.650,54.33,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,40.0,18.94,18.605,23.670,52.33,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,42.0,18.96,18.624,23.690,54.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,44.0,18.98,18.644,23.710,56.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,46.0,19,18.663,23.730,64.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,48.0,19.02,18.682,23.750,61.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,50.0,19.04,18.701,23.770,60.67,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,52.0,19.06,18.721,23.790,65.67,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,54.0,19.08,18.740,23.810,68.33,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,7,A,56.0,19.1,18.759,23.830,64.00,,,,,SHMSL,2019-02-26 16:44:21,SHLF9763581,113095871,,,
379,U1533,A,2,H,CC,A,2.0,19.13,18.788,23.860,32.67,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48292341-379-U1533A-2H-CC-A_20190226105345.MSPOINT,379-MSPOINT-48292291-raw_379-u1533a-2h-cc-a_1902261053453_mspoint..csv,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,4.0,19.15,18.807,23.880,69.00,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,6.0,19.17,18.827,23.900,72.00,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,8.0,19.19,18.846,23.920,83.33,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,10.0,19.21,18.865,23.940,89.00,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,12.0,19.23,18.884,23.960,108.67,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,14.0,19.25,18.904,23.980,68.00,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,16.0,19.27,18.923,24.000,52.00,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,18.0,19.29,18.942,24.020,36.00,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,20.0,19.31,18.962,24.040,0.67,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,2,H,CC,A,22.0,19.33,18.981,24.060,-0.33,,,,,SHMSL,2019-02-26 16:53:45,SHLF9763611,113095991,,,
379,U1533,A,3,H,1,A,2.0,19.02,19.019,24.750,144.33,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48295201-379-U1533A-3H-1-A_20190226122243.MSPOINT,379-MSPOINT-48295181-raw_379-u1533a-3h-1-a_1902261222433_mspoint..csv,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,4.0,19.04,19.038,24.770,175.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,6.0,19.06,19.057,24.790,68.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,8.0,19.08,19.076,24.810,62.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,10.0,19.1,19.095,24.830,61.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,12.0,19.12,19.114,24.850,60.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,14.0,19.14,19.133,24.870,54.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,16.0,19.16,19.152,24.890,69.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,18.0,19.18,19.171,24.910,98.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,20.0,19.2,19.190,24.930,118.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,22.0,19.22,19.209,24.950,59.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,24.0,19.24,19.228,24.970,48.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,26.0,19.26,19.246,24.990,51.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,28.0,19.28,19.265,25.010,52.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,30.0,19.3,19.284,25.030,55.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,32.0,19.32,19.303,25.050,67.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,34.0,19.34,19.322,25.070,70.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,36.0,19.36,19.341,25.090,80.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,38.0,19.38,19.360,25.110,91.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,40.0,19.4,19.379,25.130,98.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,42.0,19.42,19.398,25.150,100.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,44.0,19.44,19.417,25.170,111.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,46.0,19.46,19.436,25.190,114.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,48.0,19.48,19.455,25.210,127.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,50.0,19.5,19.474,25.230,134.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,52.0,19.52,19.493,25.250,105.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,54.0,19.54,19.512,25.270,90.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,56.0,19.56,19.531,25.290,73.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,58.0,19.58,19.550,25.310,72.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,60.0,19.6,19.569,25.330,67.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,62.0,19.62,19.588,25.350,63.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,64.0,19.64,19.607,25.370,61.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,66.0,19.66,19.626,25.390,58.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,68.0,19.68,19.645,25.410,52.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,70.0,19.7,19.664,25.430,54.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,72.0,19.72,19.683,25.450,47.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,74.0,19.74,19.702,25.470,41.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,76.0,19.76,19.720,25.490,43.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,78.0,19.78,19.739,25.510,43.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,80.0,19.8,19.758,25.530,41.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,82.0,19.82,19.777,25.550,41.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,84.0,19.84,19.796,25.570,44.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,86.0,19.86,19.815,25.590,38.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,88.0,19.88,19.834,25.610,40.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,90.0,19.9,19.853,25.630,42.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,92.0,19.92,19.872,25.650,39.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,94.0,19.94,19.891,25.670,40.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,96.0,19.96,19.910,25.690,43.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,98.0,19.98,19.929,25.710,41.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,100.0,20,19.948,25.730,46.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,102.0,20.02,19.967,25.750,47.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,104.0,20.04,19.986,25.770,50.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,106.0,20.06,20.005,25.790,46.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,108.0,20.08,20.024,25.810,42.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,110.0,20.1,20.043,25.830,48.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,112.0,20.12,20.062,25.850,46.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,114.0,20.14,20.081,25.870,50.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,116.0,20.16,20.100,25.890,55.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,118.0,20.18,20.119,25.910,51.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,120.0,20.2,20.138,25.930,53.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,122.0,20.22,20.157,25.950,59.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,124.0,20.24,20.176,25.970,65.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,126.0,20.26,20.194,25.990,71.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,128.0,20.28,20.213,26.010,73.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,130.0,20.3,20.232,26.030,67.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,132.0,20.32,20.251,26.050,67.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,134.0,20.34,20.270,26.070,78.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,136.0,20.36,20.289,26.090,79.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,138.0,20.38,20.308,26.110,74.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,140.0,20.4,20.327,26.130,96.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,142.0,20.42,20.346,26.150,103.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,144.0,20.44,20.365,26.170,101.67,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,146.0,20.46,20.384,26.190,86.33,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,1,A,148.0,20.48,20.403,26.210,94.00,,,,,SHMSL,2019-02-26 18:22:43,SHLF9763991,113096871,,,
379,U1533,A,3,H,2,A,2.0,20.52,20.441,26.250,23.00,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48295731-379-U1533A-3H-2-A_20190226124543.MSPOINT,379-MSPOINT-48295701-raw_379-u1533a-3h-2-a_1902261245433_mspoint..csv,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,4.0,20.54,20.460,26.270,89.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,6.0,20.56,20.479,26.290,95.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,8.0,20.58,20.498,26.310,101.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,10.0,20.6,20.517,26.330,97.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,12.0,20.62,20.536,26.350,88.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,14.0,20.64,20.555,26.370,92.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,16.0,20.66,20.574,26.390,101.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,18.0,20.68,20.593,26.410,100.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,20.0,20.7,20.612,26.430,98.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,22.0,20.72,20.631,26.450,91.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,24.0,20.74,20.650,26.470,108.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,26.0,20.76,20.669,26.490,108.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,28.0,20.78,20.688,26.510,91.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,30.0,20.8,20.707,26.530,81.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,32.0,20.82,20.725,26.550,73.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,34.0,20.84,20.744,26.570,68.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,36.0,20.86,20.763,26.590,63.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,38.0,20.88,20.782,26.610,59.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,40.0,20.9,20.801,26.630,56.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,42.0,20.92,20.820,26.650,56.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,44.0,20.94,20.839,26.670,61.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,46.0,20.96,20.858,26.690,60.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,48.0,20.98,20.877,26.710,63.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,50.0,21,20.896,26.730,64.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,52.0,21.02,20.915,26.750,63.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,54.0,21.04,20.934,26.770,66.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,56.0,21.06,20.953,26.790,70.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,58.0,21.08,20.972,26.810,81.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,60.0,21.1,20.991,26.830,127.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,62.0,21.12,21.010,26.850,98.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,64.0,21.14,21.029,26.870,74.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,66.0,21.16,21.048,26.890,78.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,68.0,21.18,21.067,26.910,72.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,70.0,21.2,21.086,26.930,90.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,72.0,21.22,21.105,26.950,82.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,74.0,21.24,21.124,26.970,76.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,76.0,21.26,21.143,26.990,74.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
