Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Depth CCSF-379-U1533-ABCD-20191030 (m),Magnetic susceptibility (SI x 10^-5),Configuration filename,Run filename,Auxiliary file filename,Instrument,Instrument group,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,D,3,H,5,A,54.0,19.17,19.170,25.840,129.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,56.0,19.19,19.190,25.860,57.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,58.0,19.21,19.210,25.880,65.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,60.0,19.23,19.230,25.900,66.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,62.0,19.25,19.250,25.920,69.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,64.0,19.27,19.270,25.940,65.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,66.0,19.29,19.290,25.960,62.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,68.0,19.31,19.310,25.980,70.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,70.0,19.33,19.330,26.000,87.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,72.0,19.35,19.350,26.020,64.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,74.0,19.37,19.370,26.040,82.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,76.0,19.39,19.390,26.060,100.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,78.0,19.41,19.410,26.080,103.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,80.0,19.43,19.430,26.100,99.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,82.0,19.45,19.450,26.120,83.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,84.0,19.47,19.470,26.140,90.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,86.0,19.49,19.490,26.160,76.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,88.0,19.51,19.510,26.180,76.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,90.0,19.53,19.530,26.200,87.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,92.0,19.55,19.550,26.220,96.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,94.0,19.57,19.570,26.240,83.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,96.0,19.59,19.590,26.260,82.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,98.0,19.61,19.610,26.280,83.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,100.0,19.63,19.630,26.300,91.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,102.0,19.65,19.650,26.320,94.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,104.0,19.67,19.670,26.340,92.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,106.0,19.69,19.690,26.360,96.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,108.0,19.71,19.710,26.380,90.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,110.0,19.73,19.730,26.400,111.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,112.0,19.75,19.750,26.420,88.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,114.0,19.77,19.770,26.440,80.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,116.0,19.79,19.790,26.460,76.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,118.0,19.81,19.810,26.480,66.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,120.0,19.83,19.830,26.500,62.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,122.0,19.85,19.850,26.520,62.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,124.0,19.87,19.870,26.540,59.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,126.0,19.89,19.890,26.560,55.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,128.0,19.91,19.910,26.580,55.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,130.0,19.93,19.930,26.600,58.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,132.0,19.95,19.950,26.620,57.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,134.0,19.97,19.970,26.640,59.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,136.0,19.99,19.990,26.660,61.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,138.0,20.01,20.010,26.680,63.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,140.0,20.03,20.030,26.700,60.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,142.0,20.05,20.050,26.720,61.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,144.0,20.07,20.070,26.740,67.33,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,146.0,20.09,20.090,26.760,71.00,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,5,A,148.0,20.11,20.110,26.780,102.67,,,,,SHMSL,2019-03-01 08:28:19,SHLF9778971,113200961,,,
379,U1533,D,3,H,6,A,2.0,20.15,20.150,26.820,32.33,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48429201-379-U1533D-3H-6-A_20190301023630.MSPOINT,379-MSPOINT-48429171-raw_379-u1533d-3h-6-a_1903010236303_mspoint..csv,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,4.0,20.17,20.170,26.840,74.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,6.0,20.19,20.190,26.860,68.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,8.0,20.21,20.210,26.880,80.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,10.0,20.23,20.230,26.900,94.67,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,12.0,20.25,20.250,26.920,90.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,14.0,20.27,20.270,26.940,84.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,16.0,20.29,20.290,26.960,80.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,18.0,20.31,20.310,26.980,77.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,20.0,20.33,20.330,27.000,87.67,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,22.0,20.35,20.350,27.020,104.67,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,24.0,20.37,20.370,27.040,110.67,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,26.0,20.39,20.390,27.060,111.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,28.0,20.41,20.410,27.080,135.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,30.0,20.43,20.430,27.100,123.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,32.0,20.45,20.450,27.120,134.67,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,34.0,20.47,20.470,27.140,132.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,36.0,20.49,20.490,27.160,140.67,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,38.0,20.51,20.510,27.180,136.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,40.0,20.53,20.530,27.200,126.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,42.0,20.55,20.550,27.220,128.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,44.0,20.57,20.570,27.240,125.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,46.0,20.59,20.590,27.260,100.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,48.0,20.61,20.610,27.280,61.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,50.0,20.63,20.630,27.300,103.67,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,52.0,20.65,20.650,27.320,78.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,54.0,20.67,20.670,27.340,81.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,56.0,20.69,20.690,27.360,89.67,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,58.0,20.71,20.710,27.380,90.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,60.0,20.73,20.730,27.400,106.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,62.0,20.75,20.750,27.420,98.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,64.0,20.77,20.770,27.440,68.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,66.0,20.79,20.790,27.460,65.00,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,68.0,20.81,20.810,27.480,70.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,6,A,70.0,20.83,20.830,27.500,75.33,,,,,SHMSL,2019-03-01 08:36:30,SHLF9779001,113201031,,,
379,U1533,D,3,H,CC,A,2.0,20.87,20.792,27.540,23.33,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48429551-379-U1533D-3H-CC-A_20190301024200.MSPOINT,379-MSPOINT-48429481-raw_379-u1533d-3h-cc-a_1903010242003_mspoint..csv,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,3,H,CC,A,4.0,20.89,20.812,27.560,83.67,,,,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,3,H,CC,A,6.0,20.91,20.831,27.580,80.00,,,,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,3,H,CC,A,8.0,20.93,20.851,27.600,79.00,,,,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,3,H,CC,A,10.0,20.95,20.871,27.620,79.00,,,,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,3,H,CC,A,12.0,20.97,20.891,27.640,78.33,,,,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,3,H,CC,A,14.0,20.99,20.911,27.660,83.00,,,,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,3,H,CC,A,16.0,21.01,20.931,27.680,75.33,,,,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,3,H,CC,A,18.0,21.03,20.950,27.700,10.67,,,,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,3,H,CC,A,20.0,21.05,20.970,27.720,0.00,,,,,SHMSL,2019-03-01 08:42:00,SHLF9779031,113201121,,,
379,U1533,D,4,H,1,A,2.0,21.02,21.020,28.800,37.00,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48430871-379-U1533D-4H-1-A_20190301043328.MSPOINT,379-MSPOINT-48430851-raw_379-u1533d-4h-1-a_1903010433283_mspoint..csv,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,4.0,21.04,21.040,28.820,84.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,6.0,21.06,21.060,28.840,100.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,8.0,21.08,21.080,28.860,91.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,10.0,21.1,21.100,28.880,81.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,12.0,21.12,21.120,28.900,64.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,14.0,21.14,21.140,28.920,66.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,16.0,21.16,21.160,28.940,59.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,18.0,21.18,21.180,28.960,80.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,20.0,21.2,21.200,28.980,83.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,22.0,21.22,21.220,29.000,70.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,24.0,21.24,21.240,29.020,72.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,26.0,21.26,21.260,29.040,55.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,28.0,21.28,21.280,29.060,43.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,30.0,21.3,21.300,29.080,43.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,32.0,21.32,21.320,29.100,43.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,34.0,21.34,21.340,29.120,54.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,36.0,21.36,21.360,29.140,43.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,38.0,21.38,21.380,29.160,46.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,40.0,21.4,21.400,29.180,45.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,42.0,21.42,21.420,29.200,54.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,44.0,21.44,21.440,29.220,66.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,46.0,21.46,21.460,29.240,69.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,48.0,21.48,21.480,29.260,68.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,50.0,21.5,21.500,29.280,68.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,52.0,21.52,21.520,29.300,62.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,54.0,21.54,21.540,29.320,79.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,56.0,21.56,21.560,29.340,79.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,58.0,21.58,21.580,29.360,79.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,60.0,21.6,21.600,29.380,75.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,62.0,21.62,21.620,29.400,73.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,64.0,21.64,21.640,29.420,67.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,66.0,21.66,21.660,29.440,64.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,68.0,21.68,21.680,29.460,61.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,70.0,21.7,21.700,29.480,56.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,72.0,21.72,21.720,29.500,49.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,74.0,21.74,21.740,29.520,45.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,76.0,21.76,21.760,29.540,46.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,78.0,21.78,21.780,29.560,46.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,80.0,21.8,21.800,29.580,49.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,82.0,21.82,21.820,29.600,49.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,84.0,21.84,21.840,29.620,47.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,86.0,21.86,21.860,29.640,51.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,88.0,21.88,21.880,29.660,52.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,90.0,21.9,21.900,29.680,48.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,92.0,21.92,21.920,29.700,55.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,94.0,21.94,21.940,29.720,62.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,96.0,21.96,21.960,29.740,63.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,98.0,21.98,21.980,29.760,65.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,100.0,22,22.000,29.780,68.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,102.0,22.02,22.020,29.800,72.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,104.0,22.04,22.040,29.820,79.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,106.0,22.06,22.060,29.840,80.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,108.0,22.08,22.080,29.860,77.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,110.0,22.1,22.100,29.880,83.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,112.0,22.12,22.120,29.900,82.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,114.0,22.14,22.140,29.920,85.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,116.0,22.16,22.160,29.940,89.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,118.0,22.18,22.180,29.960,83.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,120.0,22.2,22.200,29.980,84.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,122.0,22.22,22.220,30.000,87.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,124.0,22.24,22.240,30.020,84.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,126.0,22.26,22.260,30.040,80.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,128.0,22.28,22.280,30.060,74.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,130.0,22.3,22.300,30.080,67.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,132.0,22.32,22.320,30.100,55.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,134.0,22.34,22.340,30.120,56.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,136.0,22.36,22.360,30.140,54.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,138.0,22.38,22.380,30.160,52.33,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,140.0,22.4,22.400,30.180,51.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,142.0,22.42,22.420,30.200,46.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,144.0,22.44,22.440,30.220,41.67,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,146.0,22.46,22.460,30.240,44.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,1,A,148.0,22.48,22.480,30.260,49.00,,,,,SHMSL,2019-03-01 10:33:28,SHLF9779211,113201611,,,
379,U1533,D,4,H,2,A,2.0,22.52,22.520,30.300,28.00,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48431551-379-U1533D-4H-2-A_20190301050007.MSPOINT,379-MSPOINT-48431501-raw_379-u1533d-4h-2-a_1903010500073_mspoint..csv,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,4.0,22.54,22.540,30.320,109.67,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,6.0,22.56,22.560,30.340,426.33,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,8.0,22.58,22.580,30.360,72.00,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,10.0,22.6,22.600,30.380,82.67,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,12.0,22.62,22.620,30.400,60.00,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,14.0,22.64,22.640,30.420,81.67,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,16.0,22.66,22.660,30.440,70.00,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,18.0,22.68,22.680,30.460,59.00,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,20.0,22.7,22.700,30.480,54.67,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,22.0,22.72,22.720,30.500,56.00,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,24.0,22.74,22.740,30.520,58.00,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,26.0,22.76,22.760,30.540,47.00,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
379,U1533,D,4,H,2,A,28.0,22.78,22.780,30.560,46.33,,,,,SHMSL,2019-03-01 11:00:07,SHLF9779241,113202311,,,
