Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Depth CCSF-379-U1533-ABCD-20191030 (m),Magnetic susceptibility (SI x 10^-5),Configuration filename,Run filename,Auxiliary file filename,Instrument,Instrument group,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,D,2,H,4,A,74.0,10.05,10.050,13.230,25.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,76.0,10.07,10.070,13.250,26.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,78.0,10.09,10.090,13.270,24.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,80.0,10.11,10.110,13.290,24.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,82.0,10.13,10.130,13.310,24.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,84.0,10.15,10.150,13.330,25.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,86.0,10.17,10.170,13.350,25.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,88.0,10.19,10.190,13.370,25.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,90.0,10.21,10.210,13.390,25.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,92.0,10.23,10.230,13.410,25.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,94.0,10.25,10.250,13.430,26.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,96.0,10.27,10.270,13.450,27.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,98.0,10.29,10.290,13.470,26.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,100.0,10.31,10.310,13.490,28.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,102.0,10.33,10.330,13.510,29.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,104.0,10.35,10.350,13.530,30.67,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,106.0,10.37,10.370,13.550,29.67,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,108.0,10.39,10.390,13.570,30.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,110.0,10.41,10.410,13.590,29.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,112.0,10.43,10.430,13.610,29.67,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,114.0,10.45,10.450,13.630,28.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,116.0,10.47,10.470,13.650,29.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,118.0,10.49,10.490,13.670,33.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,120.0,10.51,10.510,13.690,38.67,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,122.0,10.53,10.530,13.710,38.67,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,124.0,10.55,10.550,13.730,39.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,126.0,10.57,10.570,13.750,40.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,128.0,10.59,10.590,13.770,39.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,130.0,10.61,10.610,13.790,39.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,132.0,10.63,10.630,13.810,41.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,134.0,10.65,10.650,13.830,40.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,136.0,10.67,10.670,13.850,37.67,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,138.0,10.69,10.690,13.870,37.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,140.0,10.71,10.710,13.890,38.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,142.0,10.73,10.730,13.910,40.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,144.0,10.75,10.750,13.930,41.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,146.0,10.77,10.770,13.950,40.33,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,4,A,148.0,10.79,10.790,13.970,39.00,,,,,SHMSL,2019-03-01 06:21:38,SHLF9778581,113198391,,,
379,U1533,D,2,H,5,A,2.0,10.83,10.830,14.010,6.00,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48425071-379-U1533D-2H-5-A_20190301004423.MSPOINT,379-MSPOINT-48425051-raw_379-u1533d-2h-5-a_1903010044233_mspoint..csv,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,4.0,10.85,10.850,14.030,40.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,6.0,10.87,10.870,14.050,37.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,8.0,10.89,10.890,14.070,41.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,10.0,10.91,10.910,14.090,42.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,12.0,10.93,10.930,14.110,37.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,14.0,10.95,10.950,14.130,36.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,16.0,10.97,10.970,14.150,42.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,18.0,10.99,10.990,14.170,39.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,20.0,11.01,11.010,14.190,38.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,22.0,11.03,11.030,14.210,38.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,24.0,11.05,11.050,14.230,39.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,26.0,11.07,11.070,14.250,37.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,28.0,11.09,11.090,14.270,37.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,30.0,11.11,11.110,14.290,31.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,32.0,11.13,11.130,14.310,32.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,34.0,11.15,11.150,14.330,37.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,36.0,11.17,11.170,14.350,29.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,38.0,11.19,11.190,14.370,30.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,40.0,11.21,11.210,14.390,28.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,42.0,11.23,11.230,14.410,28.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,44.0,11.25,11.250,14.430,26.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,46.0,11.27,11.270,14.450,26.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,48.0,11.29,11.290,14.470,26.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,50.0,11.31,11.310,14.490,26.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,52.0,11.33,11.330,14.510,27.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,54.0,11.35,11.350,14.530,27.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,56.0,11.37,11.370,14.550,26.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,58.0,11.39,11.390,14.570,25.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,60.0,11.41,11.410,14.590,25.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,62.0,11.43,11.430,14.610,26.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,64.0,11.45,11.450,14.630,27.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,66.0,11.47,11.470,14.650,26.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,68.0,11.49,11.490,14.670,29.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,70.0,11.51,11.510,14.690,29.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,72.0,11.53,11.530,14.710,31.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,74.0,11.55,11.550,14.730,33.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,76.0,11.57,11.570,14.750,33.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,78.0,11.59,11.590,14.770,33.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,80.0,11.61,11.610,14.790,30.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,82.0,11.63,11.630,14.810,29.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,84.0,11.65,11.650,14.830,31.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,86.0,11.67,11.670,14.850,34.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,88.0,11.69,11.690,14.870,34.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,90.0,11.71,11.710,14.890,33.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,92.0,11.73,11.730,14.910,33.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,94.0,11.75,11.750,14.930,33.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,96.0,11.77,11.770,14.950,33.67,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,98.0,11.79,11.790,14.970,35.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,100.0,11.81,11.810,14.990,35.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,102.0,11.83,11.830,15.010,36.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,104.0,11.85,11.850,15.030,38.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,106.0,11.87,11.870,15.050,38.33,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,5,A,108.0,11.89,11.890,15.070,40.00,,,,,SHMSL,2019-03-01 06:44:23,SHLF9778611,113198671,,,
379,U1533,D,2,H,6,A,2.0,11.93,11.930,15.110,9.00,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48425631-379-U1533D-2H-6-A_20190301010028.MSPOINT,379-MSPOINT-48425591-raw_379-u1533d-2h-6-a_1903010100283_mspoint..csv,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,4.0,11.95,11.950,15.130,42.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,6.0,11.97,11.970,15.150,42.67,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,8.0,11.99,11.990,15.170,44.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,10.0,12.01,12.010,15.190,41.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,12.0,12.03,12.030,15.210,42.67,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,14.0,12.05,12.050,15.230,40.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,16.0,12.07,12.070,15.250,44.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,18.0,12.09,12.090,15.270,45.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,20.0,12.11,12.110,15.290,44.67,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,22.0,12.13,12.130,15.310,64.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,24.0,12.15,12.150,15.330,51.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,26.0,12.17,12.170,15.350,44.67,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,28.0,12.19,12.190,15.370,59.67,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,30.0,12.21,12.210,15.390,70.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,32.0,12.23,12.230,15.410,78.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,34.0,12.25,12.250,15.430,91.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,36.0,12.27,12.270,15.450,138.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,38.0,12.29,12.290,15.470,137.67,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,40.0,12.31,12.310,15.490,76.33,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,42.0,12.33,12.330,15.510,60.67,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,44.0,12.35,12.350,15.530,62.33,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,46.0,12.37,12.370,15.550,73.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,48.0,12.39,12.390,15.570,63.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,50.0,12.41,12.410,15.590,63.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,52.0,12.43,12.430,15.610,37.33,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,54.0,12.45,12.450,15.630,56.33,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,56.0,12.47,12.470,15.650,63.67,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,6,A,58.0,12.49,12.490,15.670,61.00,,,,,SHMSL,2019-03-01 07:00:28,SHLF9778641,113198861,,,
379,U1533,D,2,H,CC,A,2.0,12.53,12.451,15.710,7.67,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48425791-379-U1533D-2H-CC-A_20190301010317.MSPOINT,379-MSPOINT-48425761-raw_379-u1533d-2h-cc-a_1903010103173_mspoint..csv,,SHMSL,2019-03-01 07:03:17,SHLF9778671,113199011,,,
379,U1533,D,2,H,CC,A,4.0,12.55,12.471,15.730,129.00,,,,,SHMSL,2019-03-01 07:03:17,SHLF9778671,113199011,,,
379,U1533,D,2,H,CC,A,6.0,12.57,12.491,15.750,208.67,,,,,SHMSL,2019-03-01 07:03:17,SHLF9778671,113199011,,,
379,U1533,D,2,H,CC,A,8.0,12.59,12.511,15.770,195.67,,,,,SHMSL,2019-03-01 07:03:17,SHLF9778671,113199011,,,
379,U1533,D,2,H,CC,A,10.0,12.61,12.530,15.790,261.67,,,,,SHMSL,2019-03-01 07:03:17,SHLF9778671,113199011,,,
379,U1533,D,2,H,CC,A,12.0,12.63,12.550,15.810,34.67,,,,,SHMSL,2019-03-01 07:03:17,SHLF9778671,113199011,,,
379,U1533,D,2,H,CC,A,14.0,12.65,12.570,15.830,-1.00,,,,,SHMSL,2019-03-01 07:03:17,SHLF9778671,113199011,,,
379,U1533,D,2,H,CC,A,16.0,12.67,12.590,15.850,-1.67,,,,,SHMSL,2019-03-01 07:03:17,SHLF9778671,113199011,,,
379,U1533,D,3,H,1,A,2.0,12.62,12.620,19.290,27.00,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48426531-379-U1533D-3H-1-A_20190301011906.MSPOINT,379-MSPOINT-48426491-raw_379-u1533d-3h-1-a_1903010119063_mspoint..csv,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,4.0,12.64,12.640,19.310,52.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,6.0,12.66,12.660,19.330,65.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,8.0,12.68,12.680,19.350,43.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,10.0,12.7,12.700,19.370,42.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,12.0,12.72,12.720,19.390,50.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,14.0,12.74,12.740,19.410,40.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,16.0,12.76,12.760,19.430,44.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,18.0,12.78,12.780,19.450,46.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,20.0,12.8,12.800,19.470,49.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,22.0,12.82,12.820,19.490,55.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,24.0,12.84,12.840,19.510,70.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,26.0,12.86,12.860,19.530,108.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,28.0,12.88,12.880,19.550,128.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,30.0,12.9,12.900,19.570,110.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,32.0,12.92,12.920,19.590,82.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,34.0,12.94,12.940,19.610,86.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,36.0,12.96,12.960,19.630,79.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,38.0,12.98,12.980,19.650,77.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,40.0,13,13.000,19.670,64.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,42.0,13.02,13.020,19.690,60.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,44.0,13.04,13.040,19.710,59.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,46.0,13.06,13.060,19.730,57.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,48.0,13.08,13.080,19.750,58.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,50.0,13.1,13.100,19.770,58.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,52.0,13.12,13.120,19.790,59.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,54.0,13.14,13.140,19.810,56.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,56.0,13.16,13.160,19.830,56.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,58.0,13.18,13.180,19.850,58.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,60.0,13.2,13.200,19.870,56.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,62.0,13.22,13.220,19.890,50.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,64.0,13.24,13.240,19.910,43.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,66.0,13.26,13.260,19.930,42.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,68.0,13.28,13.280,19.950,38.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,70.0,13.3,13.300,19.970,41.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,72.0,13.32,13.320,19.990,37.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,74.0,13.34,13.340,20.010,38.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,76.0,13.36,13.360,20.030,43.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,78.0,13.38,13.380,20.050,39.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,80.0,13.4,13.400,20.070,45.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,82.0,13.42,13.420,20.090,42.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,84.0,13.44,13.440,20.110,47.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,86.0,13.46,13.460,20.130,46.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,88.0,13.48,13.480,20.150,41.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,90.0,13.5,13.500,20.170,45.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,92.0,13.52,13.520,20.190,45.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,94.0,13.54,13.540,20.210,51.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,96.0,13.56,13.560,20.230,53.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,98.0,13.58,13.580,20.250,52.67,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,100.0,13.6,13.600,20.270,56.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,102.0,13.62,13.620,20.290,59.00,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
379,U1533,D,3,H,1,A,104.0,13.64,13.640,20.310,61.33,,,,,SHMSL,2019-03-01 07:19:06,SHLF9778851,113199281,,,
