Exp,Site,Hole,Core,Type,Sect,Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Element name,Element symbol,Concentration,Wavelength (nm),Excel filename,ICP file filename,Raw data filename,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Boron,B (mM),505.25,249.678,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Boron,B (mM),504.73,249.772,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Barium,Ba (µM),0.85,230.424,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Barium,Ba (µM),0.9,455.403,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Calcium,Ca (mM),10.78,315.887,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Calcium,Ca (mM),10.86,317.933,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Calcium,Ca (mM),10.76,318.127,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Iron,Fe (µM),0.88,238.204,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Iron,Fe (µM),0.83,239.563,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Iron,Fe (µM),0.61,259.94,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Potassium,K (mM),11.65,766.491,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Potassium,K (mM),11.44,769.897,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Lithium,Li (µM),29.04,670.783,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Magnesium,Mg (mM),49.74,202.582,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Magnesium,Mg (mM),49.12,277.983,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Magnesium,Mg (mM),49.84,279.078,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Manganese,Mn (µM),0.1,257.61,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Manganese,Mn (µM),0.12,259.372,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Sodium,Na (mM),465.67,330.298,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Sodium,Na (mM),469.44,589.592,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Phosphorus,P (µM),4.1,213.618,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Sulfur,S (mM),27.77,182.562,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Silicon,Si (µM),370.89,221.667,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Silicon,Si (µM),372.51,251.611,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Silicon,Si (µM),377.34,288.158,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Strontium,Sr (µM),86.94,407.771,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Strontium,Sr (µM),87.57,421.552,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,1,1.45,1.500,1.442,1.492,Strontium,Sr (µM),84.8,460.733,,,,2019-02-08 05:31:58,LIQ9710481,112887101,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Boron,B (mM),536.27,249.678,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Boron,B (mM),534.13,249.772,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Barium,Ba (µM),1.69,230.424,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Barium,Ba (µM),1.79,455.403,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Calcium,Ca (mM),11.18,315.887,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Calcium,Ca (mM),11.28,317.933,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Calcium,Ca (mM),11.12,318.127,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Iron,Fe (µM),0.14,238.204,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Iron,Fe (µM),-0.36,239.563,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Iron,Fe (µM),-0.22,259.94,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Potassium,K (mM),11.16,766.491,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Potassium,K (mM),10.88,769.897,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Lithium,Li (µM),22.66,670.783,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Magnesium,Mg (mM),49.48,202.582,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Magnesium,Mg (mM),48.45,277.983,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Magnesium,Mg (mM),49.3,279.078,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Manganese,Mn (µM),123.85,257.61,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Manganese,Mn (µM),122.4,259.372,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Sodium,Na (mM),465.01,330.298,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Sodium,Na (mM),457.5,589.592,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Phosphorus,P (µM),4.83,213.618,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Sulfur,S (mM),27.18,182.562,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Silicon,Si (µM),279.14,221.667,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Silicon,Si (µM),280.48,251.611,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
379,U1532,A,1,H,3,4.45,4.500,4.426,4.476,Silicon,Si (µM),279.87,288.158,,,,2019-02-08 05:12:51,LIQ9710581,112886581,20uL HNO3,,
