Label_id,Text_id,Analysis,Date,Test_number,Replicate_count,batch,carbon_percent,config_asman_id,config_filename,datafile_asman_id,datafile_filename,hydrogen_percent,method_asman_id,method_filename,nitrogen_percent,sulfur_percent,summary_asman_id,summary_filename
STND-BLANK,BLANK,CHNS,2018-02-12 07:17:06,110452821,0,f096b56b-9515-40cf-bbe4-d6d1189c0842,0,45978111,IODP_CHNS_339_U1391A-batch1.eam,45978141,U1525A_run2_wtpct.XLS,0,45961851,374_method.mth,0,0,45961861,374_method.SUM
STND-BLANK,BLANK,CHNS,2018-02-07 09:03:28,110335671,0,e5b3aa41-fcd7-4dd6-a8f2-d7ecd1cffee2,0,45731461,IODP_CHNS_339_U1391A-batch1.eam,45853681,374_U1524_run1_wtpct.XLS,0,45684261,374_method.mth,0,0,45731481,374_method.SUM
STND-BLANK,BLANK,CHNS,2018-01-28 12:10:51,110041001,0,15de17e8-8df8-48c2-8b17-987bfd6fa7b5,0,45573701,IODP_CHNS_339_U1391A-batch1.eam,45610621,X374_U1522A_run2_weight.XLS,0,45352681,374_method.mth,0,0,45448881,374_method.SUM
STND-BLANK,BLANK,CHNS,2018-01-26 15:03:19,110004631,0,1ac82980-8a88-47ce-927f-873866ffaecc,0,45573701,IODP_CHNS_339_U1391A-batch1.eam,45573731,X374_U1522A_run1_weight.XLS,0,45352681,374_method.mth,0,0,45448881,374_method.SUM
STND-BLANK,BLANK,CHNS,2018-01-22 14:41:23,109887461,0,837654be-9a59-4778-b584-b39116010a02,0,45325751,IODP_CHNS_339_U1391A-batch1.eam,45446401,X374_U1521A_run3_weight.XLS,0,45352681,374_method.mth,0,0,45446391,374_method.SUM
