Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Top depth CSF-A (m),Top depth CSF-B (m),Top depth CCSF-379-U1533-ABCD-20191030 (m),Sample vol (cm^3),Measurement field (A/m),Holder susceptibility (SI),Mean susceptibility (SI),Bulk susceptibility (SI),Kmax susceptibility (SI),Kint susceptibility (SI),Kmin susceptibility (SI),Kmax dec (deg),Kmax inc (deg),Kint dec (deg),Kint inc (deg),Kmin dec (deg),Kmin inc (deg),Raw filename,Configuration filename,Instrument,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,D,2,H,3,W,102.0,8.83,8.830,12.010,7.00,300,-9.94E-06,504.4E-06,,1.0024,1.0012,0.9964,2,2,272,1,164,88,379-KAPPA-48538731-U1533D.ASC,379-KAPPA-48538741-U1533D.RAN,KLY-4S,2019-03-13 12:52:02,CUBE9780091,113349251,,,
379,U1533,D,2,H,5,W,34.0,11.15,11.150,14.330,7.00,300,-9.94E-06,230.6E-06,,1.0035,0.9996,0.9969,62,42,179,27,291,36,379-KAPPA-48538731-U1533D.ASC,379-KAPPA-48538741-U1533D.RAN,KLY-4S,2019-03-13 12:52:05,CUBE9780101,113349261,,,
379,U1533,D,3,H,2,W,92.0,15.03,15.030,21.700,7.00,300,-9.94E-06,738.1E-06,,1.0130,1.0090,0.9780,271,0,181,4,4,86,379-KAPPA-48538731-U1533D.ASC,379-KAPPA-48538741-U1533D.RAN,KLY-4S,2019-03-13 12:52:08,CUBE9780291,113349271,,,
379,U1533,D,3,H,6,W,37.0,20.5,20.500,27.170,7.00,300,-9.94E-06,1.002E-03,,1.0302,1.0298,0.9400,275,3,6,2,134,87,379-KAPPA-48538731-U1533D.ASC,379-KAPPA-48538741-U1533D.RAN,KLY-4S,2019-03-13 12:52:11,CUBE9780301,113349281,,,
379,U1533,D,4,H,1,W,134.0,22.34,22.340,30.120,7.00,300,-9.94E-06,189.8E-06,,1.0200,1.0068,0.9733,339,1,69,16,247,74,379-KAPPA-48538731-U1533D.ASC,379-KAPPA-48538741-U1533D.RAN,KLY-4S,2019-03-13 12:52:13,CUBE9780581,113349291,,,
379,U1533,D,4,H,6,W,33.0,28.87,28.870,36.650,7.00,300,-9.94E-06,830.0E-06,,1.0106,1.0065,0.9829,359,5,268,11,111,78,379-KAPPA-48538731-U1533D.ASC,379-KAPPA-48538741-U1533D.RAN,KLY-4S,2019-03-13 12:52:15,CUBE9780591,113349301,,,
379,U1533,D,5,H,3,W,60.0,34.12,34.120,41.430,7.00,300,-9.94E-06,586.4E-06,,1.0114,1.0062,0.9824,355,5,265,2,155,85,379-KAPPA-48538731-U1533D.ASC,379-KAPPA-48538741-U1533D.RAN,KLY-4S,2019-03-13 12:52:17,CUBE9781151,113349311,,,
379,U1533,D,5,H,6,W,70.0,38.77,38.770,46.080,7.00,300,-9.94E-06,262.9E-06,,1.0162,1.0138,0.9700,274,3,4,0,102,87,379-KAPPA-48538731-U1533D.ASC,379-KAPPA-48538741-U1533D.RAN,KLY-4S,2019-03-13 12:52:20,CUBE9781171,113349321,,,
