Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Top depth CSF-A (m),Top depth CSF-B (m),Top depth CCSF-379-U1533-ABCD-20191030 (m),Sample vol (cm^3),Measurement field (A/m),Holder susceptibility (SI),Mean susceptibility (SI),Bulk susceptibility (SI),Kmax susceptibility (SI),Kint susceptibility (SI),Kmin susceptibility (SI),Kmax dec (deg),Kmax inc (deg),Kint dec (deg),Kint inc (deg),Kmin dec (deg),Kmin inc (deg),Raw filename,Configuration filename,Instrument,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,A,1,H,3,W,50.0,3.52,3.458,6.410,8.00,300,-9.25E-06,237.2E-06,,1.0028,1.0008,0.9965,208,10,115,19,324,68,379-KAPPA-48452581-U1533A.ASC,379-KAPPA-48452601-U1533A.RAN,KLY-4S,2019-03-02 05:39:32,CUBE9768091,113249041,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,11.100,8.00,300,-9.25E-06,611.4E-06,,1.0049,1.0000,0.9951,14,23,109,12,225,63,379-KAPPA-48452581-U1533A.ASC,379-KAPPA-48452601-U1533A.RAN,KLY-4S,2019-03-02 05:39:35,CUBE9768101,113249061,,,
379,U1533,A,2,H,1,W,42.0,9.92,9.905,14.650,8.00,300,-9.25E-06,271.6E-06,,1.0026,1.0016,0.9957,242,32,1,38,125,35,379-KAPPA-48452581-U1533A.ASC,379-KAPPA-48452601-U1533A.RAN,KLY-4S,2019-03-02 05:39:37,CUBE9768401,113249081,,,
379,U1533,A,2,H,6,W,84.0,17.87,17.573,22.600,8.00,300,-9.25E-06,322.1E-06,,1.0040,1.0034,0.9926,272,7,2,3,117,82,379-KAPPA-48452581-U1533A.ASC,379-KAPPA-48452601-U1533A.RAN,KLY-4S,2019-03-02 05:39:40,CUBE9768411,113249101,,,
379,U1533,A,3,H,2,W,20.0,20.7,20.612,26.430,8.00,300,-9.25E-06,755.3E-06,,1.0146,1.0111,0.9743,337,5,67,1,167,85,379-KAPPA-48452581-U1533A.ASC,379-KAPPA-48452601-U1533A.RAN,KLY-4S,2019-03-02 05:39:41,CUBE9769621,113249131,,,
379,U1533,A,3,H,6,W,100.0,27.53,27.087,33.260,8.00,300,-9.25E-06,560.4E-06,,1.0106,1.0063,0.9831,3,5,272,3,155,84,379-KAPPA-48452581-U1533A.ASC,379-KAPPA-48452601-U1533A.RAN,KLY-4S,2019-03-02 05:39:43,CUBE9769631,113249151,,,
