"Exp","Site","Hole","Core","Type","Sect","A/W","Top offset on section (cm)","Bot offset on section (cm)","Top depth CSF-A (m)","Top depth CSF-B (m)","Inorganic carbon (wt%)","Calcium carbonate (wt%)","Total carbon (wt%)","Hydrogen (wt%)","Nitrogen (wt%)","Sulfur (wt%)","Organic carbon (wt%) by difference (CHNS-COUL)","Sample comments"
"374","U1525","A","15","F","2","W","20.0","21.0","76.160","76.160","0.189","1.575","0.4900","0.0000","0.0342","0.0000","0.30",""
"374","U1525","A","16","H","1","W","80.0","81.0","80.000","79.983","0.109","0.908","0.5221","0.0000","0.0452","0.0000","0.41",""
"374","U1525","A","16","H","4","W","105.0","106.0","84.510","84.395","0.034","0.283","0.4774","0.0000","0.0440","0.0000","0.44",""
"374","U1525","A","17","H","1","W","55.0","56.0","89.250","89.224","0.181","1.508","0.5974","0.0000","0.0436","0.0000","0.42",""
"374","U1525","A","17","H","4","W","60.0","61.0","93.540","93.312","0.024","0.200","0.0709","0.0000","0.0227","0.0000","0.05",""
"374","U1525","A","17","H","7","W","32.0","33.0","97.600","97.181","0.086","0.717","0.5578","0.0000","0.0501","0.0000","0.47",""
"374","U1525","A","18","H","1","W","77.0","78.0","98.970","98.970","0.186","1.550","0.6467","0.0000","0.0475","0.0000","0.46",""
"374","U1525","A","18","H","6","W","122.0","123.0","106.460","106.460","0.222","1.850","0.5765","0.0000","0.0389","0.0000","0.35",""
"374","U1525","A","19","H","1","W","68.0","69.0","108.380","108.365","0.019","0.158","0.5662","0.0000","0.0353","0.0000","0.55",""
"374","U1525","A","19","H","2","W","90.0","91.0","110.100","110.049","0.031","0.258","0.1131","0.0000","0.0236","0.0000","0.08",""
"374","U1525","A","20","F","1","W","22.0","23.0","112.020","112.012","0.157","1.308","0.5526","0.0000","0.0421","0.0000","0.40",""
"374","U1525","A","21","F","1","W","100.0","101.0","117.500","117.500","0.121","1.008","0.4241","0.0000","0.0294","0.0000","0.30",""
"374","U1525","A","21","F","3","W","101.0","102.0","120.510","120.510","0.034","0.283","0.3465","0.0000","0.0425","0.0000","0.31",""
"374","U1525","A","22","F","1","W","31.0","32.0","121.510","121.510","0.041","0.342","0.4367","0.0000","0.0452","0.0000","0.40",""
"374","U1525","A","22","F","3","W","107.0","108.0","125.270","125.270","0.102","0.850","0.4763","0.0000","0.0407","0.0000","0.37",""
"374","U1525","A","23","F","3","W","113.0","114.0","129.480","129.480","0.038","0.317","0.0863","0.0000","0.0259","0.0000","0.05",""
"374","U1525","A","24","F","1","W","33.0","34.0","130.930","130.891","0.123","1.025","0.4229","0.0000","0.0325","0.0000","0.30",""
"374","U1525","A","25","X","3","W","37.0","38.0","134.570","134.105","0.164","1.367","0.5954","0.0000","0.0464","0.0000","0.43",""
"374","U1525","A","27","X","3","W","77.0","78.0","150.480","150.480","0.205","1.708","0.6253","0.0000","0.0459","0.0000","0.42",""
"374","U1525","A","28","X","1","W","20.0","21.0","156.400","156.400","0.200","1.667","0.5139","0.0000","0.0281","0.0000","0.31",""
"374","U1525","A","29","X","1","W","42.0","43.0","166.120","166.120","0.177","1.475","0.6544","0.0000","0.0455","0.0000","0.48",""
"374","U1525","A","30","X","2","W","67.0","68.0","177.370","177.361","0.078","0.650","0.5403","0.0000","0.0503","0.0000","0.46",""
"374","U1525","A","30","X","5","W","34.0","35.0","181.530","181.504","0.153","1.275","0.6205","0.0000","0.0519","0.0000","0.47",""
"374","U1525","A","31","X","2","W","23.0","24.0","185.480","185.462","0.188","1.567","0.6684","0.0000","0.0451","0.0000","0.48",""
"374","U1525","A","31","X","5","W","42.0","43.0","189.330","189.221","0.193","1.608","0.5937","0.0000","0.0399","0.0000","0.40",""
"374","U1525","A","32","X","2","W","65.0","66.0","195.610","195.610","0.117","0.975","0.4926","0.0000","0.0348","0.0000","0.38",""
"374","U1525","A","33","X","1","W","96.0","97.0","204.660","204.660","0.170","1.417","0.5834","0.0000","0.0416","0.0000","0.41",""
"374","U1525","A","33","X","3","W","47.0","48.0","206.890","206.890","0.076","0.633","0.5661","0.0000","0.0489","0.0000","0.49",""
