"Exp","Site","Hole","Core","Type","Sect","A/W","Top offset on section (cm)","Bot offset on section (cm)","Top depth CSF-A (m)","Top depth CSF-B (m)","Inorganic carbon (wt%)","Calcium carbonate (wt%)","Total carbon (wt%)","Hydrogen (wt%)","Nitrogen (wt%)","Sulfur (wt%)","Organic carbon (wt%) by difference (CHNS-COUL)","Sample comments"
"374","U1522","A","1","R","2","W","74.0","75.0","2.260","2.260","0.086","0.717","0.5669","0.0000","0.0200","0.0000","0.48",""
"374","U1522","A","9","R","3","W","55.0","57.0","80.860","80.860","0.092","0.767","0.4962","0.0000","0.0178","0.0000","0.40",""
"374","U1522","A","10","R","2","W","32.0","33.0","88.820","88.820","0.087","0.725","0.4477","0.0000","0.0179","0.0000","0.36",""
"374","U1522","A","11","R","1","W","59.0","61.0","97.290","97.290","0.100","0.833","0.4525","0.0000","0.0207","0.0000","0.35",""
"374","U1522","A","13","R","1","W","64.0","66.0","116.740","116.740","0.217","1.808","0.6080","0.0000","0.0093","0.0000","0.39",""
"374","U1522","A","16","R","1","W","39.0","41.0","145.590","145.590","0.006","0.050","0.4195","0.0000","0.0202","0.0000","0.41",""
"374","U1522","A","16","R","1","W","39.0","41.0","145.590","145.590","0.0077","0.064","","","","","",""
"374","U1522","A","22","R","1","W","60.0","62.0","203.800","203.800","0.203","1.692","0.6797","0.0000","0.0265","0.0000","0.48",""
"374","U1522","A","23","R","4","W","47.0","48.0","217.480","217.480","0.169","1.408","0.6961","0.0000","0.0274","0.0000","0.53",""
"374","U1522","A","24","R","1","W","101.0","102.0","223.410","223.410","0.159","1.325","0.6778","0.0000","0.0342","0.0000","0.52",""
"374","U1522","A","26","R","1","W","26.0","27.0","241.860","241.860","0.149","1.242","0.8032","0.0000","0.0292","0.0000","0.65",""
"374","U1522","A","27","R","3","W","59.0","61.0","254.790","254.790","0.156","1.300","0.7736","0.0000","0.0318","0.0000","0.62","residue from Pmag attempt"
"374","U1522","A","28","R","2","W","13.0","14.0","262.430","262.430","0.021","0.175","0.7178","0.0000","0.0334","0.0000","0.70",""
"374","U1522","A","29","R","1","W","32.0","33.0","270.720","270.720","0.173","1.442","0.7956","0.0000","0.0301","0.0000","0.62",""
"374","U1522","A","29","R","4","W","45.0","46.0","275.170","275.170","0.083","0.692","0.5378","0.0000","0.0306","0.0000","0.45",""
"374","U1522","A","30","R","2","W","34.0","35.0","281.840","281.840","0.161","1.342","0.6399","0.0000","0.0302","0.0000","0.48",""
"374","U1522","A","31","R","3","W","37.0","38.0","292.690","292.690","0.015","0.125","0.5864","0.0000","0.0357","0.0000","0.57",""
"374","U1522","A","32","R","1","W","35.0","36.0","299.550","299.550","0.115","0.958","0.6080","0.0000","0.0313","0.0000","0.49",""
"374","U1522","A","33","R","1","W","53.0","54.0","309.330","309.330","0.139","1.158","0.6434","0.0000","0.0292","0.0000","0.50",""
"374","U1522","A","34","R","2","W","56.0","57.0","320.370","320.370","0.077","0.642","0.6586","0.0000","0.0332","0.0000","0.58",""
"374","U1522","A","35","R","2","W","56.0","57.0","330.070","330.070","0.095","0.792","0.6851","0.0000","0.0343","0.0000","0.59",""
"374","U1522","A","37","R","1","W","63.0","64.0","343.030","343.030","0.005","0.042","0.6397","0.0000","0.0328","0.0000","0.63",""
"374","U1522","A","38","R","1","W","73.0","74.0","347.930","347.930","0.123","1.025","0.7078","0.0000","0.0342","0.0000","0.58",""
"374","U1522","A","45","R","2","W","37.0","38.0","397.390","397.390","0.126","1.050","0.7520","0.0000","0.0329","0.0000","0.63",""
"374","U1522","A","45","R","2","W","71.0","72.0","397.730","397.730","0.044","0.367","0.5353","0.0000","0.0308","0.0000","0.49",""
"374","U1522","A","46","R","2","W","66.0","67.0","407.360","407.360","0.296","2.467","0.6386","0.0000","0.0276","0.0000","0.34",""
"374","U1522","A","47","R","2","W","51.0","52.0","416.420","416.420","0.301","2.508","0.6947","0.0000","0.0259","0.0000","0.39",""
"374","U1522","A","48","R","1","W","82.0","83.0","425.320","425.320","0.259","2.158","0.7676","0.0000","0.0243","0.0000","0.51",""
"374","U1522","A","48","R","3","W","75.0","76.0","428.170","428.170","0.205","1.708","0.7213","0.0000","0.0324","0.0000","0.52",""
"374","U1522","A","49","R","3","W","61.0","63.0","437.700","437.700","0.197","1.642","0.7321","0.0000","0.0428","0.0000","0.54",""
"374","U1522","A","50","R","3","W","65.0","67.0","447.280","447.280","0.212","1.767","0.7349","0.0000","0.0423","0.0000","0.52",""
"374","U1522","A","50","R","5","W","26.0","28.0","449.670","449.670","0.210","1.750","0.7187","0.0000","0.0375","0.0000","0.51",""
"374","U1522","A","51","R","1","W","68.0","70.0","453.980","453.980","0.164","1.367","0.7980","0.0000","0.0408","0.0000","0.63",""
"374","U1522","A","51","R","6","W","29.0","31.0","460.810","460.810","0.219","1.825","0.7145","0.0000","0.0361","0.0000","0.50",""
"374","U1522","A","52","R","1","W","102.0","103.0","463.920","463.920","0.042","0.350","0.8837","0.0000","0.0485","0.0000","0.84",""
"374","U1522","A","52","R","4","W","35.0","36.0","467.370","467.370","0.321","2.675","0.8154","0.0000","0.0371","0.0000","0.49",""
