"Exp","Site","Hole","Core","Type","Sect","A/W","Top offset on section (cm)","Bot offset on section (cm)","Top depth CSF-A (m)","Top depth CSF-B (m)","Inorganic carbon (wt%)","Calcium carbonate (wt%)","Total carbon (wt%)","Hydrogen (wt%)","Nitrogen (wt%)","Sulfur (wt%)","Organic carbon (wt%) by difference (CHNS-COUL)","Sample comments"
"374","U1522","A","52","R","4","W","35.0","36.0","467.370","467.370","0.2958","2.465","","","","","","residue from Pmag attempt"
"374","U1522","A","53","R","3","W","27.0","28.0","475.690","475.690","0.239","1.992","0.6785","0.0000","0.0376","0.0000","0.44",""
"374","U1522","A","53","R","7","W","23.0","24.0","481.140","481.140","0.406","3.383","0.8382","0.0000","0.0320","0.0000","0.43",""
"374","U1522","A","54","R","1","W","93.0","94.0","483.030","483.030","0.293","2.442","0.8723","0.0000","0.0314","0.0000","0.58",""
"374","U1522","A","55","R","2","W","99.0","100.0","494.110","494.110","0.114","0.950","0.6328","0.0000","0.0400","0.0000","0.52",""
"374","U1522","A","56","R","2","W","96.0","97.0","503.720","503.720","0.216","1.800","0.6392","0.0000","0.0300","0.0000","0.42","CARB"
"374","U1522","A","56","R","4","W","12.0","13.0","504.510","504.510","0.060","0.500","0.3152","0.0000","0.0294","0.0000","0.26","CARB"
"374","U1522","A","57","R","1","W","75.0","77.0","511.650","511.650","0.133","1.108","0.5718","0.0000","0.0358","0.0000","0.44",""
"374","U1522","A","57","R","3","W","110.0","112.0","514.640","514.640","0.144","1.200","0.5345","0.0000","0.0315","0.0000","0.39",""
"374","U1522","A","58","R","3","W","26.0","28.0","523.570","523.570","0.242","2.017","0.4797","0.0000","0.0315","0.0000","0.24",""
"374","U1522","A","58","R","5","W","70.0","72.0","526.480","526.480","0.286","2.383","0.6644","0.0000","0.0317","0.0000","0.38",""
"374","U1522","A","59","R","1","W","65.0","67.0","530.750","530.750","0.264","2.200","0.4977","0.0000","0.0346","0.0000","0.23",""
"374","U1522","A","59","R","5","W","97.0","99.0","535.600","535.600","0.344","2.867","0.4725","0.0000","0.0340","0.0000","0.13",""
"374","U1522","A","60","R","3","W","82.0","84.0","543.330","543.330","0.256","2.133","0.4489","0.0000","0.0344","0.0000","0.19",""
"374","U1522","A","60","R","5","W","22.0","24.0","545.550","545.550","0.243","2.025","0.4343","0.0000","0.0302","0.0000","0.19",""
"374","U1522","A","61","R","CC","W","61.0","62.0","551.130","551.130","0.210","1.750","0.6445","0.0000","0.0182","0.0000","0.43",""
"374","U1522","A","62","R","1","W","41.0","42.0","559.210","559.210","0.235","1.958","0.2022","0.0000","0.0124","0.0000","bdl",""
"374","U1522","A","63","R","2","W","103.0","105.0","570.690","570.690","0.007","0.058","0.3673","0.0000","0.0324","0.0000","0.36",""
"374","U1522","A","63","R","4","W","87.0","89.0","573.480","573.480","0.282","2.350","0.4404","0.0000","0.0324","0.0000","0.16",""
"374","U1522","A","63","R","6","W","20.0","22.0","575.670","575.670","0.151","1.258","0.3497","0.0000","0.0338","0.0000","0.20",""
"374","U1522","A","64","R","1","W","104.0","106.0","578.840","578.840","0.246","2.050","0.4063","0.0000","0.0310","0.0000","0.16",""
"374","U1522","A","64","R","4","W","28.0","29.0","582.370","582.370","0.002","0.017","0.3561","0.0000","0.0266","0.0000","0.35",""
"374","U1522","A","65","R","2","W","114.0","116.0","589.820","589.820","0.188","1.567","0.3909","0.0000","0.0267","0.0000","0.20",""
"374","U1522","A","65","R","5","W","98.0","100.0","593.870","593.870","0.282","2.350","0.4094","0.0000","0.0300","0.0000","0.13",""
"374","U1522","A","66","R","3","W","64.0","66.0","599.930","599.930","0.344","2.867","0.4952","0.0000","0.0362","0.0000","0.15",""
"374","U1522","A","67","R","1","W","45.0","47.0","606.750","606.750","0.298","2.483","0.4275","0.0000","0.0370","0.0000","0.13",""
"374","U1522","A","67","R","3","W","66.0","68.0","609.830","609.830","0.342","2.850","0.4217","0.0000","0.0326","0.0000","0.08",""
"374","U1522","A","68","R","2","W","33.0","35.0","617.360","617.360","0.332","2.767","0.4702","0.0000","0.0335","0.0000","0.14",""
"374","U1522","A","68","R","6","W","4.0","6.0","622.310","622.310","0.283","2.358","0.3827","0.0000","0.0328","0.0000","0.10",""
"374","U1522","A","69","R","1","W","68.0","70.0","625.980","625.980","3.895","32.457","4.4189","0.0000","0.0230","0.0000","0.52",""
"374","U1522","A","70","R","1","W","86.0","88.0","635.660","635.660","0.223","1.858","0.6230","0.0000","0.0393","0.0000","0.40",""
"374","U1522","A","70","R","5","W","29.0","31.0","640.890","640.890","0.218","1.817","0.5684","0.0000","0.0381","0.0000","0.35",""
"374","U1522","A","71","R","1","W","95.0","97.0","645.250","645.250","0.043","0.358","0.5544","0.0000","0.0341","0.0000","0.51",""
"374","U1522","A","71","R","5","W","51.0","53.0","650.280","650.280","0.009","0.075","0.4562","0.0000","0.0404","0.0000","0.45",""
"374","U1522","A","72","R","2","W","51.0","53.0","655.710","655.710","0.032","0.267","0.4583","0.0000","0.0431","0.0000","0.43",""
"374","U1522","A","72","R","5","W","27.0","29.0","659.850","659.850","0.162","1.350","0.5114","0.0000","0.0388","0.0000","0.35",""
"374","U1522","A","73","R","1","W","51.0","53.0","663.910","663.910","0.071","0.592","0.2611","0.0000","0.0295","0.0000","0.19",""
"374","U1522","A","74","R","1","W","94.0","96.0","673.940","673.940","0.142","1.183","0.5282","0.0000","0.0407","0.0000","0.39",""
"374","U1522","A","75","R","3","W","76.0","78.0","686.220","686.139","0.073","0.608","0.4786","0.0000","0.0449","0.0000","0.41",""
"374","U1522","A","75","R","5","W","49.0","51.0","688.770","688.632","0.097","0.808","0.4694","0.0000","0.0419","0.0000","0.37",""
"374","U1522","A","76","R","1","W","116.0","118.0","693.360","693.360","0.085","0.708","0.5561","0.0000","0.0419","0.0000","0.47",""
