Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Top depth CSF-A (m),Top depth CSF-B (m),Treatment type,Treatment value (mT or deg C or Agico code),Inclination (deg),Declination (deg),Inclination geographic (deg),Declination geographic (deg),Total intensity (A/m),Intensity X (A/m),Intensity Y (A/m),Intensity Z (A/m),Azimuth (deg),Dip (deg),Sample type,Remasoft TXT file,Remasoft JR6ODP file,Remasoft JR6 file,Remasoft DAT file,Instrument,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,25,-16.7,346.0,-68.4,218.9,0.052075," 4.84E-02",-1.21E-02,-1.49E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:03,CUBE9777561,113306281,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,90,-11.0,358.4,-78.8,188.1,0.031541," 3.09E-02",-8.58E-04,-6.04E-03,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:21,CUBE9777561,113306571,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,30,-12.1,350.5,-74.7,217.8,0.050157," 4.84E-02",-8.14E-03,-1.05E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:04,CUBE9777561,113306301,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,50,-11.7,337.4,-64.7,241.8,0.035912," 3.25E-02",-1.35E-02,-7.26E-03,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:11,CUBE9777561,113306401,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,60,-28.7,354.1,-60.7,190.5,0.035391," 3.09E-02",-3.16E-03,-1.70E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:14,CUBE9777561,113306441,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,20,-12.8,350.2,-73.9,217.0,0.056688," 5.45E-02",-9.44E-03,-1.25E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:33:58,CUBE9777561,113306191,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,80,-17.9,352.7,-70.7,201.6,0.029213," 2.76E-02",-3.55E-03,-8.99E-03,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:19,CUBE9777561,113306531,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,100,-17.6,42.6,-44.5,115.1,0.026793," 1.88E-02"," 1.73E-02",-8.09E-03,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:23,CUBE9777561,113306601,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,5,-17.8,345.1,-66.9,218.6,0.072645," 6.68E-02",-1.77E-02,-2.22E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:33:44,CUBE9777561,113306061,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,10,-13.3,351.1,-74.0,213.4,0.064836," 6.23E-02",-9.82E-03,-1.49E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:33:51,CUBE9777561,113306101,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,40,-28.0,349.7,-60.3,198.7,0.032479," 2.82E-02",-5.15E-03,-1.53E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:08,CUBE9777561,113306351,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,70,-23.2,351.6,-65.4,198.8,0.025781," 2.34E-02",-3.45E-03,-1.01E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:18,CUBE9777561,113306511,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,AD,15,-13.7,350.7,-73.5,213.5,0.059770," 5.73E-02",-9.37E-03,-1.42E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:33:55,CUBE9777561,113306141,,,
379,U1533,C,1,H,2,W,110.0,2.56,2.560,NRM,0,-21.9,346.5,-64.5,210.1,0.076692," 6.92E-02",-1.66E-02,-2.86E-02,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:33:38,CUBE9777561,113306041,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,150,-0.6,178.8,88.6,115.6,3.356907,-3.36E+00," 7.32E-02",-3.50E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:57:18,CUBE9777571,113347831,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,AD,90,-29.1,1.8,-60.8,176.7,0.001769," 1.54E-03"," 4.91E-05",-8.61E-04,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:22,CUBE9777571,113306591,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,500,-1.5,178.9,88.2,143.7,3.922836,-3.92E+00," 7.39E-02",-1.01E-01,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:57:40,CUBE9777571,113348221,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,15,-1.5,184.6,85.2,251.8,0.184132,-1.83E-01,-1.46E-02,-4.82E-03,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:56:18,CUBE9777571,113346891,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,30,-0.5,183.9,86.0,263.5,0.780195,-7.78E-01,-5.36E-02,-6.13E-03,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:56:37,CUBE9777571,113347181,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,NRM,0,-39.9,342.0,-46.8,200.3,0.011760," 8.57E-03",-2.79E-03,-7.55E-03,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:33:34,CUBE9777571,113306031,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,200,-1.1,184.7,85.2,256.5,3.658149,-3.65E+00,-2.99E-01,-7.18E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:57:23,CUBE9777571,113347921,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,ARM,100,0.0,0.9,-89.1,87.8,0.188503," 1.88E-01"," 2.85E-03"," 1.10E-04",0,90,CUBE,379-SPINNER-48530501-ARM-U1532.txt,,379-SPINNER-48530491-ARM-U1532.jr6,,JR6,2019-03-11 12:56:08,CUBE9777571,113346721,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,AD,15,-22.1,354.3,-67.3,193.8,0.005706," 5.26E-03",-5.26E-04,-2.14E-03,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:33:53,CUBE9777571,113306111,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,100,-0.4,179.0,89.0,110.6,2.808868,-2.81E+00," 4.80E-02",-1.80E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:57:09,CUBE9777571,113347711,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,AD,50,-11.5,356.6,-78.0,196.0,0.002119," 2.07E-03",-1.21E-04,-4.22E-04,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:09,CUBE9777571,113306361,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,AD,20,-28.0,352.3,-61.1,194.2,0.005111," 4.47E-03",-6.05E-04,-2.40E-03,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:00,CUBE9777571,113306221,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,300,-1.1,181.1,88.4,225.8,3.827106,-3.83E+00,-7.60E-02,-7.40E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:57:31,CUBE9777571,113348061,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,0,-62.5,65.7,-11.0,154.6,0.002028," 3.85E-04"," 8.54E-04",-1.80E-03,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:56:01,CUBE9777571,113346601,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,60,-0.5,182.2,87.7,256.2,2.033808,-2.03E+00,-7.77E-02,-1.90E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:56:59,CUBE9777571,113347531,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,AD,40,-26.6,5.6,-62.9,169.0,0.003154," 2.81E-03"," 2.75E-04",-1.41E-03,0,90,CUBE,379-SPINNER-48488541-U1533C.txt,,379-SPINNER-48488531-U1533C.jr6,,JR6,2019-03-04 06:34:07,CUBE9777571,113306341,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,40,-0.7,180.0,89.3,181.2,1.304270,-1.30E+00,-3.06E-04,-1.48E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:56:44,CUBE9777571,113347291,,,
379,U1533,C,1,H,4,W,30.0,4.68,4.680,IRM,1000,-1.3,177.8,87.4,121.3,3.958265,-3.95E+00," 1.51E-01",-9.18E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:57:59,CUBE9777571,113348491,,,
