Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Top depth CSF-A (m),Top depth CSF-B (m),Treatment type,Treatment value (mT or deg C or Agico code),Inclination (deg),Declination (deg),Inclination geographic (deg),Declination geographic (deg),Total intensity (A/m),Intensity X (A/m),Intensity Y (A/m),Intensity Z (A/m),Azimuth (deg),Dip (deg),Sample type,Remasoft TXT file,Remasoft JR6ODP file,Remasoft JR6 file,Remasoft DAT file,Instrument,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,5,-9.0,355.7,-80.0,205.0,0.033385," 3.29E-02",-2.45E-03,-5.25E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:49:02,CUBE9768091,113148361,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,100,25.9,22.9,-56.0,38.8,0.010692," 8.86E-03"," 3.75E-03"," 4.67E-03",0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:51:39,CUBE9768091,113149101,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,25,10.5,6.6,-77.6,31.8,0.017862," 1.74E-02"," 2.02E-03"," 3.25E-03",0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:50:20,CUBE9768091,113148651,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,15,-5.8,356.9,-83.4,208.2,0.026621," 2.64E-02",-1.43E-03,-2.68E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:49:38,CUBE9768091,113148471,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,20,1.3,359.4,-88.6,335.6,0.026598," 2.66E-02",-2.64E-04," 5.82E-04",0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:50:01,CUBE9768091,113148561,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,NRM,0,-15.7,353.6,-73.0,201.6,0.035999," 3.44E-02",-3.87E-03,-9.77E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:48:45,CUBE9768091,113148311,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,60,-6.0,351.0,-79.2,236.4,0.008392," 8.24E-03",-1.31E-03,-8.70E-04,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:50:58,CUBE9768091,113148871,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,40,-21.0,347.8,-65.9,208.9,0.017421," 1.59E-02",-3.44E-03,-6.23E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:50:38,CUBE9768091,113148751,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,90,14.9,337.7,-63.4,305.1,0.007506," 6.71E-03",-2.75E-03," 1.93E-03",0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:51:24,CUBE9768091,113149021,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,10,-4.5,356.2,-84.1,220.0,0.030237," 3.01E-02",-1.98E-03,-2.37E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:49:29,CUBE9768091,113148441,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,30,-8.9,353.6,-79.0,215.4,0.021826," 2.14E-02",-2.41E-03,-3.38E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:50:27,CUBE9768091,113148691,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,NRM,0,-35.3,90.5,0.4,125.3,0.031282,-2.15E-04," 2.55E-02",-1.81E-02,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:48:27,CUBE9768091,113148251,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,70,-12.4,57.9,-31.3,104.5,0.014264," 7.41E-03"," 1.18E-02",-3.06E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:51:12,CUBE9768091,113148951,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,50,-34.4,345.6,-53.0,199.9,0.013470," 1.08E-02",-2.76E-03,-7.61E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:50:45,CUBE9768091,113148791,,,
379,U1533,A,1,H,3,W,50.0,3.52,3.458,AD,80,16.3,8.4,-71.8,26.5,0.015885," 1.51E-02"," 2.22E-03"," 4.45E-03",0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:51:18,CUBE9768091,113148991,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,IRM,15,-1.8,185.1,84.6,250.4,0.394360,-3.93E-01,-3.51E-02,-1.25E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:56:20,CUBE9768101,113346911,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,IRM,40,-0.5,181.3,88.6,248.1,3.201880,-3.20E+00,-7.50E-02,-3.02E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:56:40,CUBE9768101,113347221,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,AD,40,-14.1,14.7,-69.7,134.7,0.019858," 1.86E-02"," 4.89E-03",-4.85E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:50:34,CUBE9768101,113148731,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,IRM,100,0.0,177.0,87.0,90.2,8.439965,-8.43E+00," 4.42E-01",-1.51E-03,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:57:10,CUBE9768101,113347731,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,IRM,20,-1.0,180.3,88.9,193.7,0.942886,-9.43E-01,-4.12E-03,-1.69E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:56:26,CUBE9768101,113347001,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,IRM,500,-0.1,180.8,89.2,260.9,17.009040,-1.70E+01,-2.49E-01,-4.01E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:57:42,CUBE9768101,113348231,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,IRM,750,-0.1,178.3,88.3,92.1,17.154700,-1.71E+01," 5.17E-01",-1.93E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:57:45,CUBE9768101,113348301,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,AD,80,-9.6,17.4,-70.2,119.3,0.010334," 9.72E-03"," 3.05E-03",-1.72E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:51:14,CUBE9768101,113148961,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,AD,5,-20.3,6.2,-68.8,163.8,0.046139," 4.30E-02"," 4.65E-03",-1.60E-02,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:49:12,CUBE9768101,113148391,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,NRM,0,-35.4,90.5,0.4,125.4,0.043070,-2.88E-04," 3.51E-02",-2.49E-02,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:48:30,CUBE9768101,113148261,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,AD,70,-23.9,356.5,-65.9,187.8,0.012905," 1.18E-02",-7.17E-04,-5.22E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:51:06,CUBE9768101,113148921,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,IRM,50,-0.2,182.1,87.9,264.0,4.292580,-4.29E+00,-1.58E-01,-1.66E-02,0,90,CUBE,379-SPINNER-48530641-IRM-U1533.txt,,379-SPINNER-48530601-IRM-U1533.jr6,,JR6,2019-03-11 12:56:47,CUBE9768101,113347331,,,
379,U1533,A,1,H,6,W,68.0,8.21,8.065,AD,30,-15.4,12.1,-70.5,142.6,0.026327," 2.48E-02"," 5.34E-03",-6.99E-03,0,90,CUBE,379-SPINNER-48351301-U1533A.txt,,379-SPINNER-48351291-U1533A.jr6,,JR6,2019-02-27 20:50:22,CUBE9768101,113148661,,,
