Exp,Site,Hole,Core,Type,Sect,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Depth CCSF-379-U1533-ABCD-20191030 (m),NGR total counts (cps),Absolute error (cps),NGR zip file,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,D,4,H,5,10.0,27.12,25.886,34.900,29.989,0.641,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,20.0,27.22,25.966,35.000,31.831,0.377,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,30.0,27.32,26.046,35.100,38.371,0.404,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,40.0,27.42,26.125,35.200,45.837,0.420,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,50.0,27.52,26.205,35.300,48.084,0.429,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,60.0,27.62,26.285,35.400,45.964,0.420,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,70.0,27.72,26.365,35.500,38.204,0.388,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,80.0,27.82,26.445,35.600,31.042,0.357,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,90.0,27.92,26.525,35.700,27.412,0.340,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,100.0,28.02,26.605,35.800,29.116,0.348,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,110.0,28.12,26.685,35.900,29.729,0.351,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,120.0,28.22,26.764,36.000,30.615,0.346,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,130.0,28.32,26.844,36.100,29.401,0.340,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,140.0,28.42,26.924,36.200,28.103,0.445,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,5,150.0,28.52,27.004,36.300,27.164,0.914,,2019-03-01 04:55:48,SECT9779311,113196131,,,
379,U1533,D,4,H,6,0.0,28.54,27.641,36.320,37.699,2.243,379-NGR-48422891-379-u1533d-4h-6_sect9779341_20190228233514.zip,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,10.0,28.64,27.729,36.420,36.537,0.751,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,20.0,28.74,27.817,36.520,41.688,0.418,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,30.0,28.84,27.905,36.620,50.324,0.451,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,40.0,28.94,27.994,36.720,51.087,0.440,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,50.0,29.04,28.082,36.820,46.694,0.423,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,60.0,29.14,28.170,36.920,56.518,0.460,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,70.0,29.24,28.258,37.020,61.654,0.479,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,80.0,29.34,28.346,37.120,60.605,0.475,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,90.0,29.44,28.434,37.220,62.350,1.302,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,6,100.0,29.54,28.522,37.320,61.738,3.422,,2019-03-01 05:35:14,SECT9779341,113196931,,,
379,U1533,D,4,H,7,0.0,29.56,28.999,37.340,56.723,3.323,379-NGR-48423201-379-u1533d-4h-7_sect9779371_20190228234742.zip,2019-03-01 05:47:42,SECT9779371,113197421,,,
379,U1533,D,4,H,7,10.0,29.66,29.092,37.440,35.568,0.735,,2019-03-01 05:47:42,SECT9779371,113197421,,,
379,U1533,D,4,H,7,20.0,29.76,29.186,37.540,26.224,0.351,,2019-03-01 05:47:42,SECT9779371,113197421,,,
379,U1533,D,4,H,7,30.0,29.86,29.279,37.640,26.044,0.350,,2019-03-01 05:47:42,SECT9779371,113197421,,,
379,U1533,D,4,H,7,40.0,29.96,29.373,37.740,27.580,0.432,,2019-03-01 05:47:42,SECT9779371,113197421,,,
379,U1533,D,4,H,7,50.0,30.06,29.466,37.840,28.853,0.536,,2019-03-01 05:47:42,SECT9779371,113197421,,,
379,U1533,D,5,H,1,0.0,30.5,30.500,37.810,26.726,1.624,379-NGR-48424511-379-u1533d-5h-1_sect9779561_20190301002504.zip,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,10.0,30.6,30.600,37.910,26.182,0.577,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,20.0,30.7,30.700,38.010,30.384,0.370,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,30.0,30.8,30.800,38.110,34.751,0.389,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,40.0,30.9,30.900,38.210,42.264,0.405,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,50.0,31,31.000,38.310,40.887,0.400,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,60.0,31.1,31.100,38.410,33.251,0.367,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,70.0,31.2,31.200,38.510,30.528,0.354,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,80.0,31.3,31.300,38.610,30.012,0.352,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,90.0,31.4,31.400,38.710,32.572,0.364,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,100.0,31.5,31.500,38.810,39.459,0.394,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,110.0,31.6,31.600,38.910,41.669,0.403,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,120.0,31.7,31.700,39.010,48.925,0.425,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,130.0,31.8,31.800,39.110,53.038,0.441,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,140.0,31.9,31.900,39.210,46.453,0.997,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,1,150.0,32,32.000,39.310,38.675,2.178,,2019-03-01 06:25:04,SECT9779561,113198471,,,
379,U1533,D,5,H,2,0.0,32.01,31.255,39.320,51.251,3.012,379-NGR-48424961-379-u1533d-5h-2_sect9779591_20190301003821.zip,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,10.0,32.11,31.305,39.420,48.659,0.957,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,20.0,32.21,31.355,39.520,43.768,0.426,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,30.0,32.31,31.405,39.620,35.124,0.391,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,40.0,32.41,31.455,39.720,33.151,0.366,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,50.0,32.51,31.505,39.820,34.404,0.372,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,60.0,32.61,31.555,39.920,37.704,0.386,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,70.0,32.71,31.605,40.020,38.801,0.391,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,80.0,32.81,31.655,40.120,39.422,0.394,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,90.0,32.91,31.705,40.220,40.872,0.400,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,100.0,33.01,31.755,40.320,48.999,0.433,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,110.0,33.11,31.805,40.420,60.026,0.473,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,120.0,33.21,31.855,40.520,65.111,0.485,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,130.0,33.31,31.905,40.620,60.185,0.467,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,140.0,33.41,31.955,40.720,46.032,0.989,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,2,150.0,33.51,32.005,40.820,40.835,2.294,,2019-03-01 06:38:21,SECT9779591,113198641,,,
379,U1533,D,5,H,3,0.0,33.52,32.513,40.830,58.786,3.440,379-NGR-48423611-379-u1533d-5h-3_sect9779621_20190301000110.zip,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,10.0,33.62,32.580,40.930,50.065,0.981,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,20.0,33.72,32.646,41.030,37.081,0.399,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,30.0,33.82,32.713,41.130,32.828,0.381,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,40.0,33.92,32.780,41.230,33.667,0.368,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,50.0,34.02,32.846,41.330,42.581,0.407,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,60.0,34.12,32.913,41.430,51.588,0.442,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,70.0,34.22,32.980,41.530,56.184,0.459,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,80.0,34.32,33.047,41.630,50.059,0.437,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,90.0,34.42,33.113,41.730,41.379,0.402,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,100.0,34.52,33.180,41.830,38.196,0.389,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,110.0,34.62,33.247,41.930,35.669,0.378,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,120.0,34.72,33.313,42.030,34.168,0.363,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,130.0,34.82,33.380,42.130,33.225,0.359,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,140.0,34.92,33.447,42.230,34.056,0.762,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,3,150.0,35.02,33.513,42.330,36.395,2.056,,2019-03-01 06:01:10,SECT9779621,113198071,,,
379,U1533,D,5,H,4,0.0,35.03,33.892,42.340,53.889,3.162,379-NGR-48425251-379-u1533d-5h-4_sect9779651_20190301005019.zip,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,10.0,35.13,33.967,42.440,54.492,1.057,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,20.0,35.23,34.042,42.540,52.838,0.460,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,30.0,35.33,34.117,42.640,52.404,0.459,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,40.0,35.43,34.191,42.740,54.307,0.452,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,50.0,35.53,34.266,42.840,44.977,0.416,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,60.0,35.63,34.341,42.940,34.648,0.373,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,70.0,35.73,34.416,43.040,34.461,0.372,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,80.0,35.83,34.491,43.140,36.495,0.382,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,90.0,35.93,34.566,43.240,37.532,0.386,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,100.0,36.03,34.641,43.340,38.422,0.390,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,110.0,36.13,34.716,43.440,41.002,0.401,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,120.0,36.23,34.790,43.540,41.041,0.393,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,130.0,36.33,34.865,43.640,40.725,0.392,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,140.0,36.43,34.940,43.740,36.578,0.810,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,4,150.0,36.53,35.015,43.840,36.255,2.049,,2019-03-01 06:50:19,SECT9779651,113198731,,,
379,U1533,D,5,H,5,0.0,36.55,35.335,43.860,41.419,2.453,379-NGR-48426111-379-u1533d-5h-5_sect9779681_20190301010904.zip,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,10.0,36.65,35.415,43.960,38.665,0.787,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,20.0,36.75,35.495,44.060,37.901,0.403,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,30.0,36.85,35.575,44.160,42.958,0.423,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,40.0,36.95,35.655,44.260,50.901,0.440,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,50.0,37.05,35.735,44.360,51.001,0.440,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,60.0,37.15,35.815,44.460,49.741,0.435,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,70.0,37.25,35.895,44.560,56.268,0.459,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,80.0,37.35,35.974,44.660,58.099,0.467,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,90.0,37.45,36.054,44.760,57.302,0.464,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,100.0,37.55,36.134,44.860,54.046,0.452,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,110.0,37.65,36.214,44.960,52.166,0.445,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,120.0,37.75,36.294,45.060,41.861,0.397,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,130.0,37.85,36.374,45.160,38.255,0.381,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,140.0,37.95,36.454,45.260,37.129,0.820,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,5,150.0,38.05,36.534,45.360,37.228,2.101,,2019-03-01 07:09:04,SECT9779681,113199091,,,
379,U1533,D,5,H,6,0.0,38.07,36.846,45.380,52.050,3.057,379-NGR-48426701-379-u1533d-5h-6_sect9779711_20190301012341.zip,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,10.0,38.17,36.930,45.480,49.460,0.971,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,20.0,38.27,37.014,45.580,51.071,0.454,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,30.0,38.37,37.098,45.680,53.851,0.464,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,40.0,38.47,37.181,45.780,51.554,0.442,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,50.0,38.57,37.265,45.880,53.751,0.450,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,60.0,38.67,37.349,45.980,57.058,0.462,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,70.0,38.77,37.433,46.080,50.474,0.438,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,80.0,38.87,37.517,46.180,43.269,0.410,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,90.0,38.97,37.601,46.280,62.089,0.481,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,100.0,39.07,37.684,46.380,114.601,0.637,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,110.0,39.17,37.768,46.480,104.582,0.610,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,120.0,39.27,37.852,46.580,68.521,0.496,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,130.0,39.37,37.936,46.680,60.474,0.775,,2019-03-01 07:23:41,SECT9779711,113199461,,,
379,U1533,D,5,H,6,140.0,39.47,38.020,46.780,52.647,0.778,,2019-03-01 07:23:41,SECT9779711,113199461,,,
